DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1007/978-981-13-0896-3_13,,,An Intelligent Cartographic Generalization Algorithm Selecting Mode Used in Multi-scale Spatial Data Updating Process,"In multi-scale spatial data updating process, cartographic features vary dramatically with the scales evolution. So, it is the critical step to select suitable cartographic generalization algorithm which can perfectly fulfill the scale-transformation task. This problem is also a main obstacle in the way of automatic spatial data updating. Through deeply studying the flows of multi-scale spatial data updating process, an intelligent cartographic generalization algorithm selecting mode is proposed. Firstly cartographic generalization algorithm base, knowledge base and case base is built in this mode. Secondly, based on the step of resolving the cartographic generalization process into segments, a self-adaption cartographic generalization algorithm selecting architecture is constructed. Thirdly, an intelligent cartographic generalization algorithm selecting and using flow is established and put into effect. Overall, this mode provides a new idea to solve the automatic problem of multi-scale spatial data updating.","Junkui Xu,Junkui Xu,Dong Liu,Dong Li,Longfei Cui,Longfei Cui,Xing Zhang,Xing Zhang",GSKI,2017
10.3390/ijgi8060258,,,Learning Cartographic Building Generalization with Deep Convolutional Neural Networks,"Cartographic generalization is a problem, which poses interesting challenges to automation. Whereas plenty of algorithms have been developed for the different sub-problems of generalization (e.g., simplification, displacement, aggregation), there are still cases, which are not generalized adequately or in a satisfactory way. The main problem is the interplay between different operators. In those cases the human operator is the benchmark, who is able to design an aesthetic and correct representation of the physical reality. Deep learning methods have shown tremendous success for interpretation problems for which algorithmic methods have deficits. A prominent example is the classification and interpretation of images, where deep learning approaches outperform traditional computer vision methods. In both domains-computer vision and cartography-humans are able to produce good solutions. A prerequisite for the application of deep learning is the availability of many representative training examples for the situation to be learned. As this is given in cartography (there are many existing map series), the idea in this paper is to employ deep convolutional neural networks (DCNNs) for cartographic generalizations tasks, especially for the task of building generalization. Three network architectures, namely U-net, residual U-net and generative adversarial network (GAN), are evaluated both quantitatively and qualitatively in this paper. They are compared based on their performance on this task at target map scales 1:10,000, 1:15,000 and 1:25,000, respectively. The results indicate that deep learning models can successfully learn cartographic generalization operations in one single model in an implicit way. The residual U-net outperforms the others and achieved the best generalization performance.","Yilin Feng,Yu Feng,Frank Thiemann,Frank Thiemann,Monika Sester,Monika Sester",ISPRS international journal of geo-information,2019
,,,Towards Cartographic Knowledge Encoding with Deep Learning: A Case Study of Building Generalization,,"Yuhao Kang,Jinmeng Rao,Wei Wang,Bo Peng,Song Gao,Fan Zhang",,2020
10.1201/9781003062646-10,,,Object-oriented map generalization: modeling and cartographic considerations,,"Barbara P. Buttenfield,Barbara P. Buttenfield,Barbara P. Buttenfield,Barbara P. Buttenfield",,2020
,,,Cartographic Generalization in Digital Environment,"Throughout the world numerous efforts to automate generalization are in progress. The results are yet to be satisfactory. Ample reasoning can be given to justify the lack of success, the most important being that generalization is an ambiguous process, highly subjective which lacks definitive rules, guidelines or systematization. This paper deals with the problem of generalization of vector data bases through the analysis of recent developments and research in the field. These developments tend to establish a promising framework which, with subsequent refinements and the utilization of state-of-the-art computer technology, may lead to successful results. What is needed is what lacks: Definitive rules in structuring the digital image of the world and development of expert systems which will intelligently manipulate this image.","Lysandros Tsoulos,Lysandros Tsoulos",International Hydrographic Review,2015
10.1201/9781003062646-11,,,Holistic generalization of large-scale cartographic data,,"Geraint Llewellyn Bundy,Geraint Ll. Bundy,Chris Jones,Christopher B. Jones,Edmund Furse,Edmund Furse",,2020
10.1201/9781003062646-6,,,Development of computer-assisted generalization on the basis of cartographic model theory,"Models are tools of various disciplines. They are a prerequisite of communication in and between the disciplines. A model is made up by purpose-oriented classification and reduction of the original. Every modelling process is primarily a generalization process. Since the 60s, cartographic model theory has developed on the basis of information theory, communication theory and semiology. Cartographic model theory has its roots in the fundamental human concept of mapping, i.e. the activity of every human being to secure their existence by defining their location in space and the accessibility of the spatial environment. Cartographic model theory describes the communication process related to geoinformation using three types of models of the environment: primary models provided by the disciplines involved, primary models provided by the disciplines involved, and tertiary models resulting from the thought processes of the map users (cognitive maps).","Dietmar Grünreich,Dietmar Grünreich",,2020
,,,Discussion on the progressive improved algorithm for cartographic generalization of line features,"Aiming at the insufficiency of D-Palgorithm,the classic global simplification algorithm of line features that is liable to create the intersection problems due to lack of topological control,and the selection of the thresholds is indefinite which impacts the generalization result,the paper proposed a progressive improved algorithm based on the analysis of disadvantage and advantage of D-Palgorithm.Experimental result showed that the method would not only optimize the simplification of line features,but also improve the computational efficiency.","LI Chao-ku,LI Chao-ku",Science of Surveying and Mapping,2015
,,,WebGen-WPS – Web service for cartographic generalization,"The development of web services technology and standardization of spatial data usage have initiated the process of automatization of cartographic generalization on the Internet.  There are two ways by which web supported cartographic generalization can be accomplished (Foerster 2010):  1. Limited control of data representation (selection of layers and symbolization)  2. Complete control of the generalization process (usage of all generalization procedures with selection of specific parameters)  The first option is for users that are amateurs in cartographic generalization, and it enables them to have limited control over the shaping of map content. The second option is intended to be used by experts in cartographic generalization which would support development of automated systems for cartographic generalization.","Kristina Jezdić,Kristina Jezdić,Dražen Tutić,Dražen Tutić",Cartography and Geoinformation,2013
,,,Cartographic generalization and specificities of geographical domain in Algeria,,A. K. Djebbar,,2013
10.3846/enviro.2017.169,,,AUTOMATIC GENERALIZATION OF CARTOGRAPHIC DATA FOR MULTI-SCALE MAPS REPRESENTATIONS,"The multi-scale base map compiled from the official 1:10 000 framework data is served as the background in the national geoportal map browser. High expectations of the users of this map – both up-to-datedness and comfort of use – are pressing to search for more efficient methods to generate it preserving highest cartographic quality. There are two ways towards that: (a) automated generalization of the georeference base dataset into smaller scale datasets that are then used as sources for the multi-scale web map and (b) automated cartographic generalization of the single source dataset into multi-scale map layers (used in Lithuanian geoportal). As it is commonly believed that generation of Web map layers from separately generalised data sources is more appropriate, the authors performed a research in order to compare the two methods in terms of precision of representations, efficiency of update and communicative quality of the resulting maps. Some procedures that allow for improvement of visualization quality when the second method is used are discussed in the paper. The main conclusion drawn from the research is that a multi-scale map generated by means of cartographic generalization can for many applications successfully replace multi-scale map generated from separately generalized data sources.     DOI:   https://doi.org/10.3846/enviro.2017.169","Julius Donatas Budrevičius,Julius Donatas Budrevičius,Lina Papšienė,Lina Papšienė,Giedrė Beconytė,Giedrė Beconytė",,2017
,,,The New Definition of Cartographic Generalization Based on Conditioned Transformation,"Cartographic generalization must be needed in compilation from map A of larger scale to map B of smaller scale.Thus,there must exists transformation h:A→B in the cartographic generalization.As cartographic generalization types,the selection,exaggeration,etc.are essentially transformations between point set under some binding conditions,and different binding conditions correspond to different types of cartographic generalizations.According to this thinking,the authors have examined the mathematical definition of eleven cartographic generalization types including selection,exaggeration,etc.Because scale symbol,non-scale symbol and semi-scale symbol essentially belong to cartographic generalization,their mathematical definition may also be examined by the same way.","Tong Xin-hua,Tong Xinhua",Hydrographic Surveying and Charting,2013
,,,Cartographic Generalization in Multi-scale Environment: Lamu County,,"Daniel O Nyangweso,Daniel O Nyangweso",,2013
