DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1186/s40537-021-00553-4,35013701,,The use of Big Data Analytics in healthcare,"Abstract The introduction of Big Data Analytics (BDA) in healthcare will allow to use new technologies both in treatment of patients and health management. The paper aims at analyzing the possibilities of using Big Data Analytics in healthcare. The research is based on a critical analysis of the literature, as well as the presentation of selected results of direct research on the use of Big Data Analytics in medical facilities. The direct research was carried out based on research questionnaire and conducted on a sample of 217 medical facilities in Poland. Literature studies have shown that the use of Big Data Analytics can bring many benefits to medical facilities, while direct research has shown that medical facilities in Poland are moving towards data-based healthcare because they use structured and unstructured data, reach for analytics in the administrative, business and clinical area. The research positively confirmed that medical facilities are working on both structural data and unstructured data. The following kinds and sources of data can be distinguished: from databases, transaction data, unstructured content of emails and documents, data from devices and sensors. However, the use of data from social media is lower as in their activity they reach for analytics, not only in the administrative and business but also in the clinical area. It clearly shows that the decisions made in medical facilities are highly data-driven. The results of the study confirm what has been analyzed in the literature that medical facilities are moving towards data-based healthcare, together with its benefits.","Kornelia Batko,Kornelia Batko,Andrzej Ślęzak,Andrzej Ślęzak",Journal of Big Data,2022
10.1201/9780429196614-7,,,Big Data Analytics,"Big data are extremely large data sets that are so complex and unorganized. These large data sets are analyzed computationally to reveal patterns, trends related to human behavior and interactions. The three types of data are structured, semi-structured, and unstructured. Every big data has played a vital role in fighting COVID-19. Many countries used big data that helped them to reduce cross-infections, allowing the countries to get back to work and stabilize their economy. Big data was used to collect information for different other types of health crises also earlier. Artificial intelligence and machine learning involve many other types of novel data like images, movies, audio, and so many other things that don’t fit into standard relational databases; that’s the variety of big data where AI has been so useful. There are a lot of data science tools to help in analysis. Windows Azure is a Spark and Hadoop service in the cloud. It offers good enterprise-grade security.","Sujni Paul,Sujni Paul",Lecture Notes in Computer Science,2020
10.1080/01972243.2017.1354593,,,Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy,"Weapons of Math Destruction presents a careful and sustained criticism of big data's dark side, the remarkable ability if its algorithms to “calculat[e] our potential as students, workers, lovers, ...","Tony Doyle,Tony Doyle",The Information Society,2017
10.1080/1369118x.2012.678878,,,CRITICAL QUESTIONS FOR BIG DATA,"The era of Big Data has begun. Computer scientists, physicists, economists, mathematicians, political scientists, bio-informaticists, sociologists, and other scholars are clamoring for access to the massive quantities of information produced by and about people, things, and their interactions. Diverse groups argue about the potential benefits and costs of analyzing genetic sequences, social media interactions, health records, phone logs, government records, and other digital traces left by people. Significant questions emerge. Will large-scale search data help us create better tools, services, and public goods? Or will it usher in a new wave of privacy incursions and invasive marketing? Will data analytics help us understand online communities and political movements? Or will it be used to track protesters and suppress speech? Will it transform how we study human communication and culture, or narrow the palette of research options and alter what ‘research’ means? Given the rise of Big Data as a socio-tech...","danah boyd,danah boyd,Kate Crawford,Kate Crawford","Information, Communication & Society",2012
10.14569/ijacsa.2016.070267,,,"A Survey on Big Data Analytics: Challenges, Open Research Issues and Tools","A huge repository of terabytes of data is generated each day from modern information systems and digital technolo-gies such as Internet of Things and cloud computing. Analysis of these massive data requires a lot of efforts at multiple levels to extract knowledge for decision making. Therefore, big data analysis is a current area of research and development. The basic objective of this paper is to explore the potential impact of big data challenges, open research issues, and various tools associated with it. As a result, this article provides a platform to explore big data at numerous stages. Additionally, it opens a new horizon for researchers to develop the solution, based on the challenges and open research issues.","D. P. Acharjya,D. P. Acharjya,D. P. Acharjya,Kauser Ahmed P,Kauser Ahmed P",International Journal of Advanced Computer Science and Applications,2016
10.2139/ssrn.2477899,,,Big Data's Disparate Impact,"Advocates of algorithmic techniques like data mining argue that these techniques eliminate human biases from the decision-making process. But an algorithm is only as good as the data it works with. Data is frequently imperfect in ways that allow these algorithms to inherit the prejudices of prior decision makers. In other cases, data may simply reflect the widespread biases that persist in society at large. In still others, data mining can discover surprisingly useful regularities that are really just preexisting patterns of exclusion and inequality. Unthinking reliance on data mining can deny historically disadvantaged and vulnerable groups full participation in society. Worse still, because the resulting discrimination is almost always an unintentional emergent property of the algorithm’s use rather than a conscious choice by its programmers, it can be unusually hard to identify the source of the problem or to explain it to a court.This Essay examines these concerns through the lens of American antidiscrimination law — more particularly, through Title VII’s prohibition of discrimination in employment. In the absence of a demonstrable intent to discriminate, the best doctrinal hope for data mining’s victims would seem to lie in disparate impact doctrine. Case law and the Equal Employment Opportunity Commission’s Uniform Guidelines, though, hold that a practice can be justified as a business necessity when its outcomes are predictive of future employment outcomes, and data mining is specifically designed to find such statistical correlations. Unless there is a reasonably practical way to demonstrate that these discoveries are spurious, Title VII would appear to bless its use, even though the correlations it discovers will often reflect historic patterns of prejudice, others’ discrimination against members of protected groups, or flaws in the underlying dataAddressing the sources of this unintentional discrimination and remedying the corresponding deficiencies in the law will be difficult technically, difficult legally, and difficult politically. There are a number of practical limits to what can be accomplished computationally. For example, when discrimination occurs because the data being mined is itself a result of past intentional discrimination, there is frequently no obvious method to adjust historical data to rid it of this taint. Corrective measures that alter the results of the data mining after it is complete would tread on legally and politically disputed terrain. These challenges for reform throw into stark relief the tension between the two major theories underlying antidiscrimination law: anticlassification and antisubordination. Finding a solution to big data’s disparate impact will require more than best efforts to stamp out prejudice and bias; it will require a wholesale reexamination of the meanings of “discrimination” and “fairness.”","Solon Barocas,Solon Barocas,Andrew D. Selbst,Andrew D. Selbst",California Law Review,2016
10.3390/bdcc6040101,,,An Efficient and Secure Big Data Storage in Cloud Environment by Using Triple Data Encryption Standard,"In recent decades, big data analysis has become the most important research topic. Hence, big data security offers Cloud application security and monitoring to host highly sensitive data to support Cloud platforms. However, the privacy and security of big data has become an emerging issue that restricts the organization to utilize Cloud services. The existing privacy preserving approaches showed several drawbacks such as a lack of data privacy and accurate data analysis, a lack of efficiency of performance, and completely rely on third party. In order to overcome such an issue, the Triple Data Encryption Standard (TDES) methodology is proposed to provide security for big data in the Cloud environment. The proposed TDES methodology provides a relatively simpler technique by increasing the sizes of keys in Data Encryption Standard (DES) to protect against attacks and defend the privacy of data. The experimental results showed that the proposed TDES method is effective in providing security and privacy to big healthcare data in the Cloud environment. The proposed TDES methodology showed less encryption and decryption time compared to the existing Intelligent Framework for Healthcare Data Security (IFHDS) method.","Mohan Naik Ramachandra,Mohan Naik Ramachandra,Madala Srinivasa Rao,Madala Srinivasa Rao,Sheng-Lyang Jang,Wen‐Cheng Lai,B. D. Parameshachari,B. D. Parameshachari,Jayachandra Ananda Babu,Ananda Babu J,Kivudujogappa Lingappa Hemalatha,Kivudujogappa Lingappa Hemalatha",Big data and cognitive computing,2022
10.1001/jama.2017.18391,29532063,,Big Data and Machine Learning in Health Care.,"Our website uses cookies to enhance your experience. By continuing to use our site, or clicking ""Continue,"" you are agreeing to our Cookie Policy | Continue JAMA HomeNew OnlineCurrent IssueFor Authors Publications JAMA JAMA Network Open JAMA Cardiology JAMA Dermatology JAMA Health Forum JAMA Internal Medicine JAMA Neurology JAMA Oncology JAMA Ophthalmology JAMA Otolaryngology–Head & Neck Surgery JAMA Pediatrics JAMA Psychiatry JAMA Surgery Archives of Neurology & Psychiatry (1919-1959) Podcasts Clinical Reviews Editors' Summary Medical News Author Interviews More JN Learning / CMESubscribeJobsInstitutions / LibrariansReprints & Permissions Terms of Use | Privacy Policy | Accessibility Statement 2023 American Medical Association. All Rights Reserved Search All JAMA JAMA Network Open JAMA Cardiology JAMA Dermatology JAMA Forum Archive JAMA Health Forum JAMA Internal Medicine JAMA Neurology JAMA Oncology JAMA Ophthalmology JAMA Otolaryngology–Head & Neck Surgery JAMA Pediatrics JAMA Psychiatry JAMA Surgery Archives of Neurology & Psychiatry Input Search Term Sign In Individual Sign In Sign inCreate an Account Access through your institution Sign In Purchase Options: Buy this article Rent this article Subscribe to the JAMA journal","Andrew L. Beam,Andrew L. Beam,Isaac S. Kohane,Isaac S. Kohane",JAMA,2018
10.3389/frai.2020.00004,33733124,,An Introductory Review of Deep Learning for Prediction Models With Big Data.,"Deep learning models stand for a new learning paradigm in artificial intelligence (AI) and machine learning. Recent breakthrough results in image analysis and speech recognition have generated a massive interest in this field because also applications in many other domains providing big data seem possible. On a downside, the mathematical and computational methodology underlying deep learning models is very challenging especially for interdisciplinary scientists. For this reason, we present in this paper an introductory review of deep learning approaches including Deep Feedforward Neural Networks (D-FFNN), Convolutional Neural Networks (CNNs), Deep Belief Networks (DBNs), Autoencoders (AEs) and Long Short-Term Memory (LSTM) networks. These models form the major core architectures of deep learning models currently used and should belong to any data scientist's toolbox. Importantly, those core architectural building blocks can be composed flexibly - in an almost Lego-like manner - to build new application-specific network architectures. Hence, a basic understanding of these network architectures is important to be prepared for future developments in AI.","Frank Emmert‐Streib,Frank Emmert-Streib,Frank Emmert-Streib,Zhen Yang,Zhen Yang,Feng Han,Han Feng,Shailesh Tripathi,Shailesh Tripathi,Matthias Dehmer,Matthias Dehmer,Matthias Dehmer",Frontiers in Artificial Intelligence,2020
10.1186/s40537-020-00320-x,,,A comprehensive survey of anomaly detection techniques for high dimensional big data,"Anomaly detection in high dimensional data is becoming a fundamental research problem that has various applications in the real world. However, many existing anomaly detection techniques fail to retain sufficient accuracy due to so-called “big data” characterised by high-volume, and high-velocity data generated by variety of sources. This phenomenon of having both problems together can be referred to the “curse of big dimensionality,” that affect existing techniques in terms of both performance and accuracy. To address this gap and to understand the core problem, it is necessary to identify the unique challenges brought by the anomaly detection with both high dimensionality and big data problems. Hence, this survey aims to document the state of anomaly detection in high dimensional big data by representing the unique challenges using a triangular model of vertices: the problem (big dimensionality), techniques/algorithms (anomaly detection), and tools (big data applications/frameworks). Authors’ work that fall directly into any of the vertices or closely related to them are taken into consideration for review. Furthermore, the limitations of traditional approaches and current strategies of high dimensional data are discussed along with recent techniques and applications on big data required for the optimization of anomaly detection.","Srikanth Thudumu,Srikanth Thudumu,Philip Branch,Philip Branch,Jiong Jin,Jiong Jin,Jugdutt Jack Singh,Jugdutt Jack Singh",Journal of Big Data,2020
10.3389/fpsyg.2020.580820,33192896,,Challenges and Future Directions of Big Data and Artificial Intelligence in Education,"We discuss the new challenges and directions facing the use of big data and artificial intelligence (AI) in education research, policy-making, and industry. In recent years, applications of big data and AI in education have made significant headways. This highlights a novel trend in leading-edge educational research. The convenience and embeddedness of data collection within educational technologies, paired with computational techniques have made the analyses of big data a reality. We are moving beyond proof-of-concept demonstrations and applications of techniques, and are beginning to see substantial adoption in many areas of education. The key research trends in the domains of big data and AI are associated with assessment, individualized learning, and precision education. Model-driven data analytics approaches will grow quickly to guide the development, interpretation, and validation of the algorithms. However, conclusions from educational analytics should, of course, be applied with caution. At the education policy level, the government should be devoted to supporting lifelong learning, offering teacher education programs, and protecting personal data. With regard to the education industry, reciprocal and mutually beneficial relationships should be developed in order to enhance academia-industry collaboration. Furthermore, it is important to make sure that technologies are guided by relevant theoretical frameworks and are empirically tested. Lastly, in this paper we advocate an in-depth dialogue between supporters of “cold” technology and “warm” humanity so that it can lead to greater understanding among teachers and students about how technology, and specifically, the big data explosion and AI revolution can bring new opportunities (and challenges) that can be best leveraged for pedagogical practices and learning.","Hui Luan,Hui Luan,Peter Géczy,Peter Géczy,Hollis Lai,Hollis Lai,Janice D. Gobert,Janice D. Gobert,Janice Gobert,Janice D. Gobert,Stephen J. H. Yang,Stephen J. H. Yang,Hiroaki Ogata,Hiroaki Ogata,Hiroaki Ogata,Jacky Baltes,Jacky Baltes,Rodrigo da Silva Guerra,Rodrigo da Silva Guerra,Ping Li,Ping Li,Chin Chung Tsai,Chin Chung Tsai",Frontiers in Psychology,2020
,,,Big Data Service Architecture: A Survey,"As one of the main development directions in the information field, big data technology can be applied for data mining, data analysis and data sharing in the massive data, and it created huge economic benefits by using the potential value of data. Meanwhile, it can provide decision-making strategies for social and economic development. Big data service architecture is a new service economic model that takes data as a resource, and it loads and extracts the data collected from different data sources. This service architecture provides various customized data processing methods, data analysis and visualization services for service consumers. This paper first briefly introduces the general big data service architecture and the technical processing framework, which covered data collection and storage. Next, we discuss big data processing and analysis according to different service requirements, which can present valuable data for service consumers. Then, we introduce the detailed cloud computing service system based on big data, which provides high performance solutions for large-scale data storage, processing and analysis. Finally, we summarize some big data application scenarios over various fields.","Jianxin Wang,Wang Jin,Jin Wang,Yaqiong Yang,Yang Yaqiong,Wei Tian,Tian Wang,Tian Wang,Tian Wang,R. Simon Sherratt,R. Simon Sherratt,R. Simon Sherratt,Jingyu Zhang,Zhang Jingyu,Jingyu Zhang",Journal of Internet Technology,2020
10.1056/nejmp1606181,27682033,,"Predicting the Future - Big Data, Machine Learning, and Clinical Medicine.","The algorithms of machine learning, which can sift through vast numbers of variables looking for combinations that reliably predict outcomes, will improve prognosis, displace much of the work of radiologists and anatomical pathologists, and improve diagnostic accuracy.","Ziad Obermeyer,Ziad Obermeyer,Ezekiel J. Emanuel,Ezekiel J. Emanuel",The New England Journal of Medicine,2016
10.1016/j.jbusres.2016.08.009,,,Big data analytics and firm performance: Effects of dynamic capabilities,"Drawing on the resource-based view and the literature on big data analytics (BDA), information system (IS) success and the business value of information technology (IT), this study proposes a big data analytics capability (BDAC) model. The study extends the above research streams by examining the direct effects of BDAC on firm performance (FPER), as well as the mediating effects of process-oriented dynamic capabilities (PODC) on the relationship between BDAC and FPER. To test our proposed research model, we used an online survey to collect data from 297 Chinese IT managers and business analysts with big data and business analytic experience. The findings confirm the value of the entanglement conceptualization of the hierarchical BDAC model, which has both direct and indirect impacts on FPER. The results also confirm the strong mediating role of PODC in improving insights and enhancing FPER. Finally, implications for practice and research are discussed.","Samuel Fosso Wamba,Samuel Fosso Wamba,Angappa Gunasekaran,Angappa Gunasekaran,Shahriar Akter,Shahriar Akter,Steven Ji fan Ren,Steven Ji-fan Ren,Rameshwar Dubey,Rameshwar Dubey,Stephen J. Childe,Stephen J. Childe",Journal of Business Research,2017
10.1007/s11576-014-0434-2,,,Big Data: Eine interdisziplinäre Chance für die Wirtschaftsinformatik,,"Michael Schermann,Michael Schermann,Holmer Hemsen,Holmer Hemsen,Christoph Buchmüller,Christoph Buchmüller,Till Bitter,Till Bitter,Helmut Krcmar,Helmut Krcmar,Volker Markl,Volker Markl,Thomas Hoeren,Thomas Hoeren",Wirtschaftsinformatik und Angewandte Informatik,2014
10.1186/s40537-021-00419-9,,,A survey on data‐efficient algorithms in big data era,"The leading approaches in Machine Learning are notoriously data-hungry. Unfortunately, many application domains do not have access to big data because acquiring data involves a process that is expensive or time-consuming. This has triggered a serious debate in both the industrial and academic communities calling for more data-efficient models that harness the power of artificial learners while achieving good results with less training data and in particular less human supervision. In light of this debate, this work investigates the issue of algorithms’ data hungriness. First, it surveys the issue from different perspectives. Then, it presents a comprehensive review of existing data-efficient methods and systematizes them into four categories. Specifically, the survey covers solution strategies that handle data-efficiency by (i) using non-supervised algorithms that are, by nature, more data-efficient, by (ii) creating artificially more data, by (iii) transferring knowledge from rich-data domains into poor-data domains, or by (iv) altering data-hungry algorithms to reduce their dependency upon the amount of samples, in a way they can perform well in small samples regime. Each strategy is extensively reviewed and discussed. In addition, the emphasis is put on how the four strategies interplay with each other in order to motivate exploration of more robust and data-efficient algorithms. Finally, the survey delineates the limitations, discusses research challenges, and suggests future opportunities to advance the research on data-efficiency in machine learning.",Amina Adadi,Journal of Big Data,2021
10.1111/jebm.12373,32086994,,Brief introduction of medical database and data mining technology in big data era,"Data mining technology can search for potentially valuable knowledge from a large amount of data, mainly divided into data preparation and data mining, and expression and analysis of results. It is a mature information processing technology and applies database technology. Database technology is a software science that researches manages, and applies databases. The data in the database are processed and analyzed by studying the underlying theory and implementation methods of the structure, storage, design, management, and application of the database. We have introduced several databases and data mining techniques to help a wide range of clinical researchers better understand and apply database technology.","Jin Yang,Jin Yang,Jin Yang,Yuanjie Li,Yuanjie Li,Qingqing Liu,Qingqing Liu,Li Li,Li Li,Li Li,Aozi Feng,Aozi Feng,Tianyi Wang,Tianyi Wang,Shuai Zheng,Shuai Zheng,Shuai Zheng,Anding Xu,Anding Xu,Jun Lyu,Jun Lyu",Journal of Evidence-based Medicine,2020
10.1186/s40537-020-00329-2,,,"Predictive big data analytics for supply chain demand forecasting: methods, applications, and research opportunities","Big data analytics (BDA) in supply chain management (SCM) is receiving a growing attention. This is due to the fact that BDA has a wide range of applications in SCM, including customer behavior analysis, trend analysis, and demand prediction. In this survey, we investigate the predictive BDA applications in supply chain demand forecasting to propose a classification of these applications, identify the gaps, and provide insights for future research. We classify these algorithms and their applications in supply chain management into time-series forecasting, clustering, K-nearest-neighbors, neural networks, regression analysis, support vector machines, and support vector regression. This survey also points to the fact that the literature is particularly lacking on the applications of BDA for demand forecasting in the case of closed-loop supply chains (CLSCs) and accordingly highlights avenues for future research.","Seyedeh Mahya Seyedan,Mahya Seyedan,Fereshteh Mafakheri,Fereshteh Mafakheri",Journal of Big Data,2020
10.1007/s11831-021-09616-4,,,Big Data Analytics in Weather Forecasting: A Systematic Review,"Weather forecasting, as an important and indispensable procedure in people’s daily lives, evaluates the alteration happening in the current condition of the atmosphere. Big data analytics is the process of analyzing big data to extract the concealed patterns and applicable information that can yield better results. Nowadays, several parts of society are interested in big data, and the meteorological institute is not excluded. Therefore, big data analytics will give better results in weather forecasting and will help forecasters to forecast weather more accurately. In order to achieve this goal and to recommend favorable solutions, several big data techniques and technologies have been suggested to manage and analyze the huge volume of weather data from different resources. By employing big data analytics in weather forecasting, the challenges related to traditional data management techniques and technology can be solved. This paper tenders a systematic literature review method for big data analytic approaches in weather forecasting (published between 2014 and August 2020). A feasible taxonomy of the current reviewed papers is proposed as technique-based, technology-based, and hybrid approaches. Moreover, this paper presents a comparison of the aforementioned categories regarding accuracy, scalability, execution time, and other Quality of Service factors. The types of algorithms, measurement environments, modeling tools, and the advantages and disadvantages per paper are extracted. In addition, open issues and future trends are debated.","Marzieh Fathi,Marzieh Fathi,Mostafa Haghi Kashani,Mostafa Haghi Kashani,Seyed Mahdi Jameii,Seyed Mahdi Jameii,Ebrahim Mahdipour,Ebrahim Mahdipour",Archives of Computational Methods in Engineering,2021
10.1186/s40537-021-00514-x,,,A literature review on one-class classification and its potential applications in big data,"In severely imbalanced datasets, using traditional binary or multi-class classification typically leads to bias towards the class(es) with the much larger number of instances. Under such conditions, modeling and detecting instances of the minority class is very difficult. One-class classification (OCC) is an approach to detect abnormal data points compared to the instances of the known class and can serve to address issues related to severely imbalanced datasets, which are especially very common in big data. We present a detailed survey of OCC-related literature works published over the last decade, approximately. We group the different works into three categories: outlier detection, novelty detection, and deep learning and OCC. We closely examine and evaluate selected works on OCC such that a good cross section of approaches, methods, and application domains is represented in the survey. Commonly used techniques in OCC for outlier detection and for novelty detection, respectively, are discussed. We observed one area that has been largely omitted in OCC-related literature is its application context for big data and its inherently associated problems, such as severe class imbalance, class rarity, noisy data, feature selection, and data reduction. We feel the survey will be appreciated by researchers working in these areas of big data.","Naeem Seliya,Naeem Seliya,Naeem Seliya,Azadeh Abdollah Zadeh,Azadeh Abdollah Zadeh,Taghi M. Khoshgoftaar,Taghi M. Khoshgoftaar,Taghi M. Khoshgoftaar",Journal of Big Data,2021
10.1016/j.jbusres.2019.09.062,,,Assessing the impact of big data on firm innovation performance: Big data is not always better data,,"Maryam Ghasemaghaei,Maryam Ghasemaghaei,Goran Calic,Goran Calic",Journal of Business Research,2020
10.48161/qaj.v1n2a46,,,Comprehensive Survey of Big Data Mining Approaches in Cloud Systems,"Cloud computing, data mining, and big online data are discussed in this paper as hybridization possibilities. The method of analyzing and visualizing vast volumes of data is known as the visualization of data mining. The effect of computing conventions and algorithms on detailed storage and data communication requirements has been studied. When researching these approaches to data storage in big data, the data analytical viewpoint is often explored. These terminology and aspects have been used to address methodological development as well as problem statements. This will assist in the investigation of computational capacity as well as new knowledge in this area. The patterns of using big data were compared in about fifteen articles. In this paper, we research Big Data Mining Approaches in Cloud Systems and address cloud-compatible problems and computing techniques to promote Big Data Mining in Cloud Systems.","Zainab Salih Ageed,Zainab Salih Ageed,Subhi R. M. Zeebaree,Subhi R. M. Zeebaree,Subhi R. M. Zeebaree,Mohammed Mohammed Sadeeq,Mohammed A. M. Sadeeq,Shakir Fattah Kak,Shakir Fattah Kak,Hazha Saeed Yahia,Hazha Saeed Yahia,Mayyadah Ramiz Mahmood,Mayyadah R. Mahmood,Ibrahim Mahmood Ibrahim,Ibrahim Mahmood Ibrahim",,2021
