DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
,,,Diseño y elaboración de un procedimiento interactivo de obtención del mapa topográfico nacional a escala 1/50.000 por generalización cartográfica del mtn-25,"Una de las actividades mas necesarias hoy dia en el mundo de la Cartografia es la de la Generalizacion Cartografica, entendida como la tecnica que permite la seleccion y representacion simplificada de los detalles apropiados para la escala y/o el proposito de un determinado mapa a partir de otro. En el Capitulo I se describe que el presente Trabajo de Investigacion aborda dos objetivos principales: disenar un nuevo MTN50 acorde con las nuevas tecnologias digitalesy establecer un procedimiento para automatizar al maximo su obtencion a partir del MTN25 digital por Generalizacion cartografica informatizada. Asimismo, se dispone de otros dos objetivos secundarios, aunque de enorme interes como son la documentacion detallada de los procesos cartograficos y elementos de MTN y el acercamiento de dichos procesos al entorno universitario. En el Capitulo II se estudia el estado del arte en el momento de iniciar la investigacion, considerando por separado el proceso analogico convencional de elaboracion de Cartografia, el proceso igualmente analogico de Generalizacion Cartografica y la informatizacion del proceso cartografico y los productos derivados de la informacion geografica digital. En el Capitulo III se aborda la informatizacion del proceso de Generalizacion Cartografica desde el punto de vista teorico, considerando por un lado las diferentes tecnicas de enfoque del problema, por otro la Generalizacion Interactiva y los diferentes operadores de Generalizacion, y por ultimo, el analisis de las caracteristicas idoneas de los ficheros y el diseno de las aplicaciones necesarias. En el Capitulo IV se aplica lo anterior el caso concreto de la Generalizacion Cartografica del Mapa Topografico Nacional,llevando a cabo las siguientes fases: Descripcion detallada del MTN25. Propuesta de estructura para el MTN50 Evaluacion individualizada del comportamiento de todos los elementos del MTN25 f","Javier Francisco Iribas Cardona,Javier Francisco Iribas Cardona",,2000
10.6035/recerca.2020.25.2.3,,,Experiencia subjetiva del espacio urbano y alienación. Un análisis a partir de la generalización de los dispositivos de navegación digital,"The new approach to Humanities based on material culture starts from the consideration that human conscience and agency cannot be dissociated from their technological niche. The present article aims to investigate how the subjective experience of the city has been changed by the generalization of the smartphone and gps orientation. To this goal, and founding on Henri Lefebvre's theoretical framework, the article deploys an exploratory analysis about the production of contemporary urban space. Resorting to the critical review of the cartographic theory, the article asks whether the universalization of digital maps involves a recovery of subjective experience or an extension of the abstract space proper to the capitalism of experience.","Gonzálo Velasco Arias,Gonzalo Velasco Arias",Recerca: Revista de Pensament i Anàlisi,2020
,,,Nuevo algoritmo de generalización lineal y ortogonalización de construcciones en un entorno urbano.,"Resumen: La generalizacion cartografica es el proceso que permite la obtencion de cartografia derivada a partir de la generada mediante el registro de informacion geografica. Normalmente, la generalizacion implica una reduccion de escala, aunque podria ser una reduccion de la cantidad de informacion sin reducir la escala, debido a un cambio de objetivo de la cartografia. La dificultad de la generalizacion aumenta cuanto menor es la escala destino y mayor la diferencia entre esta y la escala origen. Estas dificultades se concentran en aquellas entidades que representan objetos modificados por el hombre, es decir, principalmente en los nucleos urbanos, ya que deben preservar ciertas propiedades en su geometria una vez generalizados.
En este articulo, se propone un algoritmo para la generalizacion lineal de nucleos urbanos, basandose en las caracteristicas constructivas y relacionales de las edificaciones que los conforman.
Abstract: Mapping generalization is the process which derived maps are obtained from others generated by recording geographic information. Usually, generalization involves a reduction of scale, although it could be a reduction in the amount of information without reducing the scale, due to a change in target mapping. The smaller target scale, the more difficult is the generalization. Also, the more difference between origin scale and target scale, the more difficult is the generalization. The difficulties are concentrated in entities that represent objects modified by man, mainly in urban areas, as they must preserve certain geometry properties once generalized.
In this paper, an algorithm is proposed for linear generalization of urban areas, based on constructive and relational characteristics of the buildings that shape them.","José Juan Arranz Justel,José Juan Arranz Justel,Andrés Novoa Plasencia,Andrés Novoa Plasencia,David Sánchez Tamargo,David Sánchez Tamargo",,2012
,,,Evaluación de la calidad cartográfica vectorial utilizada para el manejo de los recursos naturales,"La produccion cartografica que se genera para Mexico ha pasado de un proceso estatico a
un mecanismo de multiples aplicaciones. Asi mismo, la necesidad de desarrollar
informacion cartografica en diferentes escalas y de diferentes usos es todavia un desafio.
Una situacion ideal seria utilizar una base de datos espacial detallada y actualizada, a partir
de la cual, la representacion y desarrollo de cartografia para multiples fines y en diferentes
escalas podria ser simplificada con solo utilizar algoritmos de generalizacion (agentes
autogeneralizantes o patrones de representacion multiple). Se efectuo un proceso de
evaluacion de la calidad de la cartografia del pais, en diversas muestras de informacion
vectorial sobre ciertas coberturas de territorio, utilizando diversas tecnologias
geoespaciales. Para generar indicadores de tal evaluacion, se desarrollo un modelo de
analisis vectorial a fin determinar la incertitud espacial debida a la propagacion de errores
entre diferentes escalas de datos utilizadas. Dadas las ventajas de los sistemas de
visualizacion sobre el Web, se experimento con diversas tecnologias para realizar un
proceso de integracion en Google Earth utilizando muestras de la cartografia vectorial del
pais. Se analizaron correspondencias geometricas, metricas y topologicas, a fin de generar
indicadores de la relacion escala-imagen. Una vez experimentado con la residencia de
datos vectoriales sobre el Web, se desarrollo un prototipo llamado SIDDGEO, el cual
permite la integracion y construccion de objetos geograficos tanto en plataformas en linea
como en la plataforma de GE.","Abraham Cárdenas Tristán,Abraham Cárdenas Tristán",,2013
10.5565/rev/ensciencias.3096,,,Estrategias de generalización de patrones y sus diferentes formas de uso en quinto grado,"El artículo reporta las estrategias utilizadas por niños de quinto grado de primaria, junto con las diferentes formas de uso en la resolución de tres problemas de generalización de patrones lineales. El estudio se sustenta en las formas de proceder y en las diferentes formas de representación que usaron para establecer una conclusión o responder a una cuestión. Se identificaron siete tipos de estrategias y quince formas de su uso, examinadas durante seis sesiones en un experimento de enseñanza. Los resultados destacan que las estrategias de contar y recursiva ayudaron a los niños en el uso de estrategias como las de diferencia, objeto-entero, fragmentar, funcional y otras. Estas estrategias presentan de una a tres diferentes formas de uso, lo que manifiesta la diversidad de caminos utilizados por los niños en la generalización de patrones lineales.","Melby Cetina-Vázquez,Melby Cetina-Vázquez,Guadalupe Cabañas-Sánchez,Guadalupe Cabañas-Sánchez",Enseñanza de las ciencias,2022
10.1590/1980-54702022v28e0048,,,Adaptación de Tareas para Detectar el Talento Matemático en Personas con Discapacidad Visual Basada en el Análisis de las Habilidades de Visualización y la Generalización,"RESUMEN: En este trabajo se analizan las habilidades de visualización y la generalización en la resolución por una persona ciega de dos tareas propuestas para la identificación del talento matemático. A partir de este análisis, se establecen algunas pautas para adaptar las tareas y se contrastan con las habilidades requeridas en la prueba original, especialmente en las relativas a las características del talento asociadas a la generalización. Se evidencia que las personas con discapacidad visual requieren la manifestación de otras habilidades, como por ejemplo la memoria visual y la percepción de las relaciones espaciales que no son imprescindibles en el planteamiento original.","Maria Cristina Cardona RENDÓN,Rafael Ramírez Uclés,María C. Cañadas",Revista Brasileira de Educação Especial,2022
10.7764/r.493.6,,,Sobre el ámbito subjetivo de aplicación del control de contenido de cláusulas no negociadas: una propuesta de generalización con base en reglas y principios del derecho civil,"Teniendo a la vista diversos desarrollos dogmáticos comparados que justifican la generalización del control de contenido de cláusulas no negociadas, se examina el ámbito subjetivo de aplicación del referido control en el Derecho chileno, revisando tanto las disposiciones que se refieren expresamente a él como las reglas y principios de Derecho civil que permitirían su generalización. Se sostiene que las reglas que expresamente permiten alguna medida de control no son especiales, sino más bien concreciones de una regla general presente en el Derecho civil.",Sebastián Campos Micin,Revista chilena de derecho - publicado por la Facultad de Derecho Universidad Católica de Chile,2022
,,,Generalización cartográfica de vías de comunicación mediante detección de formas,"En esta investigacion experimenta con un metodo de generalizacion global de lineas orientado a las vias de comunicacion. Su fundamento se encuentra en la capacidad de las wavelets para obtener multiples resoluciones de visualizacion de una misma linea, lo que seria equiparable a observarlas a diferentes escalas. La fuente de datos es el Mapa Topografico Nacional escala 1:25 000, y las escalas de generalizacion 1:100 000 y 1:200 000.%&/Para conseguir la generalizacion mediante wavelet se han tenido que resolver dos problemas fundamentales: el primero decidir la mejor forma de representar una linea, pues es necesario extraer su curvatura de forma continua y esto no es posible a partir de la representacion de una linea en forma poligonal (la eleccion de tal representacion fue la forma spline quintico); el segundo problema fue devolver al espacio una linea de la que solo se conocia su curvatura y ademas esta solo de manera discreta. Aunque este problema esta perfectamente resuelt  o de manera teorica, en nuestro trabajo se muestra que su materializacion no es, en absoluto, trivial.%&/La generalizacion se ha realizado eligiendo 27 wavelets diferentes pertenecientes a 6 familias distintas con la finalidad de conocer si existen diferentes comportamientos por familias. El uso de una cantidad considerable de wavelets busca poder recomendar aquella wavelet que mejor generalice segun condicionantes como, complejidad de la linea o nivel de resolucion idoneo para la aplicacion de tal wavelet. %&/El proceso seguido para obtener finalmente una linea generalizada ha sido el siguiente: representacion parametrica de una linea en forma de spline, calculo de una funcion longitud de arco frente a curvatura a partir del spline, muestreo equiespaciado de dicha funcion (longitud de arco-curvatura), analisis (descomposicion en niveles de resolucion) wavelet de la funcion longitud de arco-curvatura, sintesis (reconstruccion) solo de las aproximaciones de los niveles de la   fase anterior, devolucion al espacio con la que se vuelve a obtener la linea en forma poligonal. %&/Mediante la consulta a un grupo de expertos reducido se ha creado una herramienta de valoracion global automatica de la generalizacion, consistente en una red neuronal alimentada con medidas evaluadoras de las lineas y con las puntuaciones de los expertos. Asimismo se ha ampliado la consulta a un grupo de expertos extendido para validar dicha herramienta y consultarles su opinion sobre aspectos mas detallados de los resultados de la generalizacion.","Juan F. Reinoso Gordo,Juan-Francisco Reinoso-Gordo",,2013
,,,Obtención del MTN50 por generalización cartográfica del MTN25 digital,,"Javier Iribas Cardona,Javier Iribas Cardona",,1997
,,,"La generalización, controles y procesos en la producción cartografica","Resumen es: El mapa, definido como una representacion grafica, plana y a escala, de una porcion o de la totalidad de la superficie terrestre o de cualquier cuerpo ...","Juliano Flores,J R Ernesto Flores,Angnes T. Aldana,Angnes T. Aldana",,2000
10.35424/rcarto.i90.461,,,Proposta de metodologia para generalizacao cartografica para mapaeando topografico de areas urbanas,"La generalización cartográfica consiste en la preservación de las características de los elementos representados en una carta topográfica cuando su escala es reducida, de forma que la información pueda ser comprendida fácilmente por el usuario; en otras palabras, es un proceso de adaptación cuantitativo y cualitativo. La elabora- ción de cartas topográficas en diferentes escalas a través de generalización es reali- zada en varios países, haciendo más eficiente la producción y actualización del mapeo base. Dentro del contexto de generalización, este trabajo tiene como objetivo definir una metodología para la representación de edificaciones, límites de propie- dades y vías en escala 1:5.000, por generalización de cartas topográficas en escala 1:2.000. Esto fue realizado por medio de un análisis de las clases de los elementos presentes en la escala reducida, así como de la identificación de los problemas de representación, y de la definición y aplicación de los operadores de generalización cartográfica. Los resultados se alcanzaron utilizando el software ArcMap y los operadores de generalización: eliminación, simplificación y amalgamado, de acuer- do con cada problema de representación detectado. La generalización manual es un proceso subjetivo e intuitivo, por esta razón el resultado depende de los operadores de generalización y del grado de aplicación de los mismos, siendo estos factores consecuencia de las decisiones tomadas por el cartógrafo.","Mônica Cristina de Castro,Mônica Cristina Castro,Cláudia Robbi Sluter,Claudia Robbi Sluter",Revista Cartográfica,2014
,,,Construcción de modelos digitales de terreno para la evaluación de tierras,"Se comparan varios metodos de construir Modelos Digitales de Terreno puntuales con respeto a su adaptabilidad para la evaluacion de tierras en areas montanosas. Los parametros considerados son la equidistancia entre curvas de nivel, la resolucion de la malla y la generalizacion cartografica. Se evaluaron los siguientes tipos de mapas derivados: elevaciones, pendientes, orientaciones y cuencas hidrograficas.  Palabras Clave: modelos digitales de terreno, sistemas de informacion geografica, cuencas hidrograficas, evaluacion de tierras    Abstract  Various methods of constructing raster-based Digital Elevation Models (DEM) were investigated for their aplicability to land evaluation in mountainous areas. The following parameters were compared: distance between contour lines, grid resolution, and cartographic generalization. The following derived maps were used for the evaluation: elevation, slope, aspect, and watershed.  Index words: digital elevation models, geographical information systems, watersheds, land evaluat","David G. Rossiter,David G. Rossiter,María Fernanda Reyes-Rodríguez,Maria Fernanda Rodríguez",,2011
,,,Teoría de la señal y carreteras,"Desarrollar una herramienta que permita efectuar de forma
automatica un cambio de escala en carreteras reales constituye un
problema de solucion nada facil. El cambio de escala, que todos conocemos
a traves de los mapas, es denominado \Generalizacion Cartografica"" por
los Ingenieros del ramo. El procedimiento que hemos obtenido viene a
definir una cadena de piezas diversas, alguna incluso del siglo XVII, que
se van entrelazando y terminan en un final feliz. Esa secuencia de procesos
tiene, segun nuestro analisis, tres etapas. En una de ellas se utiliza la
teoria multirresolucion para senales unidimensionales. En consecuencia,
podemos entender esta contribucion como una muestra de la aplicabilidad
de una teoria propia de senales y, por supuesto, de la Matematica que la
sustenta, a contextos un tanto insospechados.","María Moncayo Hormigo,María Moncayo Hormigo,J. F. Reinoso,Juan Francisco Reinoso",,2010
,,,"Conceptes, tècniques i problemes de la generalització cartrogràfica","Este trabajo recoge las distintas visiones existentes en la cartografia tradicional sobre que es y en que consiste el proceso de generalizacion cartografica y en como ha sido integrado en los Sistemas de Informacion Geografica. No se trata por lo tanto de aplicar algoritmos de generalizacion de forma aislada, sino en establecer un marco general de tratamiento de la informacion geografica y sus partes.  En este trabajo, se hace una revision del estado de la cuestion en las tareas que corresponden a la generalizacion cartografica, realizada por autores especialistas en la materia, para asi poder establecer las tareas que disponen de soluciones adaptables para su computacion, de las que son mas complejas y menos estructuradas. El ""modelo de error"" asociado al procesamiento de los datos, estrechamente ligado al tipo de funcion y orden de estas, toma especial importancia ya que depende estrechamente de la totalidad del proceso cartografico del cual la generalizacion interviene en distintos momentos.  En la introduccion se define que se entiende por generalizacion cartografica en un entorno manual y uno de digital. En ""como"" formalizar y secuenciar el proceso de generalizacion cartografica, ""que"" tipo de generalizacion, y ""cuanta"" es necesaria son las caracteristicas que rigen el proceso. Basicamente, en el salto de una escala de mayor detalle a otra de menor detalle, no solo hay una transformacion morfologica, sino tambien conceptual, de la informacion geografica. El cambio en la simbolizacion no es pues, una mera transformacion morfologica y topologica de las entidades para ser perceptibles en un espacio representacional mas reducido, sino que se convierten en nuevas entidades y relaciones asociadas. El cambio en la simbolizacion no es pues, una mera transformacion morfologica y topologica de las entidades para ser perceptibles en un espacio representacional mas reducido, sino que se convierten en nuevas entidades y relaciones asociadas. Por lo tanto, no es tan solo la necesidad de inquibir mas objetos geograficos en el espacio de representacion cartografica, lo que rige el proceso de generalizacion, sino que son las necesidades de analisis o de representacion, las que determinan la adecuacion de los datos espaciales a niveles de mayor abstraccion. Con ello se pone de manifiesto la importancia que tiene la ""escala conceptual"" y ""escala de analisis"" sobre la ""escala geometrica""  en un contexto digital.  En los primeros capitulos de este trabajo se revisa la importancia del pre-procesamiento cartografico, etapa crucial en la cartografia tradicional y que en el nuevo entorno crece en importancia y complejidad. A continuacion se contrasta la vision tradicional de la que surge en el nuevo entorno de trabajo, en los llamados Sistemas de Informacion Geografica. En estos, convive el modelo tradicional de comunicacion unidireccional por parte del cartografo (codificador) - al lector (descodificador) de la informacion considerada de interes, con otro proceso de interpretacion y modelizacion para uso exclusivo del usuario y donde el lenguaje cartografico es sustituido por uno basado en la percepcion propia, originando nuevas formas que pueden diferir de las tradicionales en cartografia. Es el resultado del acceso de usuarios sin conocimientos del lenguaje cartografico, en lo que ha venido en llamarse la ""democratizacion de la cartografia"": una nueva forma de representacion no necesariamente proveniente de la representacion tradicional geografica, sino especificamente espacial.  A continuacion, se revisa la importancia de la aportacion de la escuela suiza y germana, por su exhaustiva explicitacion tanto de los procesos manuales como de los digitales, y disponer de normas y reglas cartograficas que han facilitado en gran manera la formalizacion y posible automatizacion futura de la confeccion del mapa, esenciales en un proceso de generalizacion cartografica lo mas autonomo e ""inteligente"" posible.  La metodologia utilizada en este trabajo se ha basado en la implementacion de la herramienta utilizada en ciencias sociales de ""solucion de problema"", estructurando las aportaciones y soluciones de la decada de los 90' del proceso de generalizacion cartografica para un problema mal estructurado. Esta metodologia permite reconocer cuales son los subprocesos que nos interesa adaptar al nuevo entorno, para que sirvan de guia al usuario, y a su vez esta en linea con la imposibilidad de disponer de momento de un procesamiento inteligente de la informacion, tan solo para ciertos procesos, como es el caso del reconocimiento inteligente de imagenes satelite, parecen haber actualmente el soporte necesario para su total automatizacion.","Elisabet Rosa Trias,Elisabet Rosa Trias",,2000
10.1590/interface.230348,,,Entre baques e atraques: cenas de uma pesquisa cartográfica entre o Sistema Único de Saúde (SUS) e a saúde suplementar,"A pesquisa cartográfica se caracteriza pela imersão da pessoa pesquisadora no território afetivo-existencial a ser pesquisado. Este artigo põe em análise, por meio dessa proposta metodológica, as implicações e sobreimplicações de um pesquisador negro, bissexual e médico de Família e Comunidade em um contexto de trabalho e pesquisa entre uma Unidade Básica de Saúde (UBS) e uma clínica de atenção primária de um plano privado de saúde localizada no município de Natal, RN. Ele desvela, por meio da “escrevivência” de quatro cenas, a precarização do processo de trabalho, a deterioração de algumas ferramentas clínicas e a forte presença de um racismo estrutural e institucional.","Isaac Linhares De Oliveira,Matias Aidan Cunha De Sousa,João Gustavo Xavier De Queiroz,Juliana Sampaio","Interface - Comunicação, Saúde, Educação",2024
10.15847/obsobs16120221879,,,"Evolución de la comunicación política digital (2011-2019): ocaso de los blogs, declive de Facebook, generalización de Twitter y popularización de Instagram","Este trabajo estudia la utilización electoral de la blogosfera, Facebook, Twitter e Instagram por parte de la clase política española durante la última década. El objetivo es describir la evolución de su presencia en dichos canales, tanto de manera individual como multiplataforma, así como de su actividad y notoriedad en cada uno de ellos. La investigación aplica un análisis cuantitativo longitudinal a un corpus formado por los blogs y las cuentas en redes sociales de los líderes de las candidaturas al Congreso de los Diputados presentadas en todas las circunscripciones por los partidos con mayor expectativa de voto en las Elecciones Generales de noviembre de 2011 (PP y PSOE), diciembre de 2015 (PP, PSOE, Podemos y Ciudadanos) y abril de 2019 (PSOE, PP, Ciudadanos, Unidas Podemos y Vox). Los resultados constatan el ocaso de los blogs, el declive de Facebook, la generalización de Twitter y la progresiva popularización de Instagram como plataformas de comunicación política electoral. Además, muestran que la adaptación digital de la clase política es todavía incompleta, siendo mayoría los candidatos que actualizan una o ninguna red, frente a los que publican en dos o tres.","José Gamir-Ríos,José Gamir-Ríos,Lorena Cano-Orón,Lorena Cano‐Orón,Vicente Fenoll,Vicente Fenoll,María Iranzo Cabrera,María Iranzo-Cabrera",Observatorio (OBS*),2022
10.5216/bgg.v41.65735,,,As escalas da Geografia: Pontes entre os conceitos de escala cartográfica e escala geográfica: The scales of Geography: bridges between the concepts of cartographic scale and geographic scale,"In Geography, the understanding and use of the concepts of cartographic scale and geographic scale help to define scientific research. Starting from classic texts that deal with the subject, the objective is to verify the relevance of the criticisms to the cartographic scale and its opposition to a concept of a “truly” geographical scale, in addition to presenting an contribution to this problem, with the definition of differences, similarities, limits and possibilities of each concept. Thus, the stages of this research consisted of exploratory bibliographic research of articles and books, on digital bases of free access on the Internet, anchored in the technique of retrospective investigation, from a reference work (CASTRO, 1995). This analysis results in the idea that there is still a conceptual uncertainty as to the geographical scale, hence the adoption or, sometimes, confusion with the cartographic scale. It also highlights the lack of understanding of the scope of cartography as a language, taking the map only by the limits imposed by its scale, and underestimating its real possibilities of contribution to geographic analysis.","Ivanilton José de Oliveira,Ivanilton José de Oliveira,Patrícia de Araújo Romão,Patrícia de Araújo Romão",Boletim Goiano de Geografia,2021
10.5418/ra2020.v17i30.12706,,,BNCC: O ensino de geografia e a linguagem cartográfica,"A Base Nacional Comum Curricular passa a ser uma referencia nacional normativa a partir de 2018. Diante disso, este texto tem como objetivo analisar a proposta de curriculo da BNCC para a linguagem cartografica no Ensino Fundamental na disciplina Geografia. A metodologia aplicada consistiu na analise documental da BNCC e sua fundamentacao teorica baseou-se em Cavalcanti (2011; 2019) Richter (2017) Richter e Moraes (2020), Duarte (2017) e outros autores. Nos resultados, identificou-se que a proposta da BNCC valoriza o desenvolvimento do pensamento espacial e o raciocinio geografico no ensino de Geografia. Nesse sentido, a linguagem cartografica assume papel de destaque para compreensao do espaco geografico e, nesse sentido, o aluno deve ser incentivado a desenvolver a competencia de leitura e elaboracao de mapas e graficos. Alem disso, constatou-se que a linguagem cartografica e um suporte para as analises dos objetos de estudo da Geografia.","Iolando Castro Silva,Iolando Castro Silva,Mugiany Oliveira Brito Portela,Mugiany Oliveira Brito Portela",Revista da ANPEGE,2020
