Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Carbon dioxide capture, sequestration, and utilization models for carbon management and transformation",Environmental Science and Pollution Research,,,,10.1007/s11356-024-34861-y,Mythili RavichandranThipramalai Thangappan Ajith KumarRamar Dineshkumar,2024,https://link.springer.com/article/10.1007/s11356-024-34861-y,Article
"Carbonate clumped isotopes record the heterogenous onset of metamorphism in the Alta stock contact aureole, Utah",Contributions to Mineralogy and Petrology,,,,10.1007/s00410-023-02061-5,E. M. StewartJohn M. EilerClaire E. Bucholz,2023,https://link.springer.com/article/10.1007/s00410-023-02061-5,Article
Decomposition techniques and long short term memory model with black widow optimization for stock price prediction,Multimedia Tools and Applications,,,,10.1007/s11042-023-17062-6,Varsha KushwahPragati Agrawal,2023,https://link.springer.com/article/10.1007/s11042-023-17062-6,Article
Dynamics of Carbon in Boreal Forest Ecosystems,Forest Management for Timber Production and Climate Change Mitigation,,,,10.1007/978-3-031-71575-4_3,Seppo Kellomäki,2024,https://link.springer.com/chapter/10.1007/978-3-031-71575-4_3,Chapter
Impacts of a severe storm on carbon accumulation in coarse woody debris within a secondary Atlantic Forest fragment in Brazil,Environmental Monitoring and Assessment,,,,10.1007/s10661-024-12316-8,Paulo Henrique VillanovaCarlos Moreira Miquelino Eleto TorresLaércio Antônio Gonçalves JacovineBruno Leão Said SchettiniSabina Cerruto RibeiroSamuel José Silva Soares da RochaMaria Paula Miranda Xavier RufinoMariany Filipini de FreitasLucas Abreu Kerkoff,2024,https://link.springer.com/article/10.1007/s10661-024-12316-8,Article
Soil Respiration and the Carbon Sequestration Potential in Agroecosystems,Biology Bulletin,,,,10.1134/S1062359024613065,V. N. Kudeyarov,2024,https://link.springer.com/article/10.1134/S1062359024613065,Article
Short-term warming supports mineral-associated carbon accrual in abandoned croplands,Nature Communications,,,,10.1038/s41467-024-55765-y,Zhenrui ZhangHui GaoXiaoxia GaoShurui HuangShuli NiuEmanuele LugatoXinghui Xia,2025,https://link.springer.com/article/10.1038/s41467-024-55765-y,Article
Combining hand-held and drone-based lidar for forest carbon monitoring: insights from a Mediterranean mixed forest in central Portugal,European Journal of Forest Research,,,,10.1007/s10342-025-01772-7,Frederico Tupinambá-SimõesAdrián PascualJuan Guerra-HernándezCristóbal OrdóñezSusana BarreiroFelipe Bravo,2025,https://link.springer.com/article/10.1007/s10342-025-01772-7,Article
Closed Carbon Cycle Mobility – Evaluation of Synthetic Fuels Based on Methanol from Renewable Sources,Internationaler Motorenkongress 2022,,,,10.1007/978-3-658-44740-3_21,Benedikt HeuserJohanna OttingThorsten SchnorbusMartin Müther,2024,https://link.springer.com/chapter/10.1007/978-3-658-44740-3_21,Conference paper
Determining Environmental Drivers of Fine-Scale Variability in Blue Carbon Soil Stocks,Estuaries and Coasts,,,,10.1007/s12237-023-01260-4,S. K. RussellB. M. GillandersS. DetmarD. FotheringhamA. R. Jones,2023,https://link.springer.com/article/10.1007/s12237-023-01260-4,Article
On optimal carbon tax in China: implications for net-zero emissions and development,Annals of Operations Research,,,,10.1007/s10479-025-06665-x,Mondher BellalahPan ChenDetao ZhangJingjing Zhang,2025,https://link.springer.com/article/10.1007/s10479-025-06665-x,Article
Legume-based rotation enhance long-term soil carbon storage in eastern Oregon dryland wheat systems,Scientific Reports,,,,10.1038/s41598-025-98916-x,Paulina B. RamírezFrancisco CalderónSurendra SinghStephen Machado,2025,https://link.springer.com/article/10.1038/s41598-025-98916-x,Article
"Corporate Governance, Management Environmental Training, and Carbon Performance: The UK Evidence",Journal of the Knowledge Economy,,,,10.1007/s13132-023-01650-w,Saleh F.A. KhatibHamzeh Al Amosh,2023,https://link.springer.com/article/10.1007/s13132-023-01650-w,Article
Management approach matters: meeting seagrass recovery and carbon mitigation goals,npj Ocean Sustainability,,,,10.1038/s44183-025-00111-y,Melissa WardConnor DibbleMaddie Millington-DrakeJohn LynchKaren McGlatheryRichard J. LilleyAaron L. StrongLisa M. Wedding,2025,https://link.springer.com/article/10.1038/s44183-025-00111-y,Article
Peatland restoration pathways to mitigate greenhouse gas emissions and retain peat carbon,Biogeochemistry,,,,10.1007/s10533-023-01103-1,Ülo ManderMikk EspenbergLulie MellingAin Kull,2023,https://link.springer.com/article/10.1007/s10533-023-01103-1,Article
Soil carbon accrual and crop production enhanced by sustainable subsoil management,Nature Geoscience,,,,10.1038/s41561-025-01720-5,Zheng-Rong KanZhenzhen LiWulf AmelungHai-Lin ZhangRattan LalRoland BolXinmin BianJian LiuYaguang XueFeng-Min LiHaishui Yang,2025,https://link.springer.com/article/10.1038/s41561-025-01720-5,Article
Biodiversity loss reduces global terrestrial carbon storage,Nature Communications,,,,10.1038/s41467-024-47872-7,Sarah R. WeiskopfForest IsbellMaria Isabel Arce-PlataMoreno Di MarcoMike HarfootJustin JohnsonSusannah B. LermanBrian W. MillerToni Lyn MorelliAkira S. MoriEnsheng WengSimon Ferrier,2024,https://link.springer.com/article/10.1038/s41467-024-47872-7,Article
A Green Inventory Model for New and Revamped Decaying Products with Partially Backlogged and Stock Dependent Demand,Soft Computing: Theories and Applications,,,,10.1007/978-981-97-2031-6_35,Varuna BhardwajSunil KumarVipin Kumar Tyagi,2024,https://link.springer.com/chapter/10.1007/978-981-97-2031-6_35,Conference paper
Spatiotemporal Modelling of Soil Organic Carbon Stocks in a Semi-Arid Region Using a Multilayer Perceptron Algorithm,SN Computer Science,,,,10.1007/s42979-024-02872-8,Sébastien GadalMounir OukhattarCatherine KellerIsmaguil Hanadé Houmma,2024,https://link.springer.com/article/10.1007/s42979-024-02872-8,Article
Carbon Sequestration via Plant Nutrition Management: Processes and Mechanisms,Sustainable Plant Nutrition and Soil Carbon Sequestration,,,,10.1007/978-3-031-53590-1_2,Priyanka YadavAnjali MalikShruti JhaSandeep SinghAmit Berwal,2024,https://link.springer.com/chapter/10.1007/978-3-031-53590-1_2,Chapter
Can the carbon emission trading system contribute to the synergistic reduction in carbon and pollutant emissions in China? A marginal abatement cost perspective,Clean Technologies and Environmental Policy,,,,10.1007/s10098-025-03189-7,Mingwei LiXianzhong MuLiang XieZhiguang TianZhen ZengGuangwen Hu,2025,https://link.springer.com/article/10.1007/s10098-025-03189-7,Article
A Lagrangian perspective reveals the carbon and oxygen budget of an oceanic eddy,Communications Earth & Environment,,,,10.1038/s43247-025-02262-9,Alberto BaudenaRémi LaxenaireCamille CatalanoArtemis IoannouEdouard LeymarieMarc PicheralAntoine PoteauSabrina SpeichLars StemmannRainer Kiko,2025,https://link.springer.com/article/10.1038/s43247-025-02262-9,Article
Soil Carbon Stocks in the Brazilian Pampa: An Update,South Brazilian Grasslands,,,,10.1007/978-3-031-42580-6_14,Carlos Gustavo TornquistCristhian Hernandez GamboaDaiane Deckmann AndriolloJosé Miguel ReichertFioravante Jaeckel dos Santos,2024,https://link.springer.com/chapter/10.1007/978-3-031-42580-6_14,Chapter
Crafting Value in a Carbon-Conscious World,Seismic Exploration to Reservoir Excellence,,,,10.1007/978-981-96-1293-2_2,Sanjeev RajputRavi Kant Pathak,2025,https://link.springer.com/chapter/10.1007/978-981-96-1293-2_2,Chapter
"Climate Effect on Carbon, Phytomass, and Litter Stocks in Forest Stands in the South of European Russia",Contemporary Problems of Ecology,,,,10.1134/S1995425523070053,V. V. KaganovD. G. ZamolodchikovA. S. Mostovaya,2023,https://link.springer.com/article/10.1134/S1995425523070053,Article
Governance and Low-Carbon Transitions in the Business Sector,Navigating the Complexities of Energy Transitions in East Asia,,,,10.1007/978-981-96-1754-8_6,Fei WuDayong Zhang,2025,https://link.springer.com/chapter/10.1007/978-981-96-1754-8_6,Chapter
An Intergenerational Stock Externality —Global Warming,Understanding Sustainability Principles and ESG Policies,,,,10.1007/978-3-031-34483-1_19,Colin Read,2023,https://link.springer.com/chapter/10.1007/978-3-031-34483-1_19,Chapter
Stock Market Reactions to ESG Dynamics: A European Banking Perspective,Constraints and Opportunities in Shaping the Future: New Approaches to Economics and Policy Making,,,,10.1007/978-3-031-47925-0_21,Iulia LupuAdina Criste,2024,https://link.springer.com/chapter/10.1007/978-3-031-47925-0_21,Conference paper
Shallow Coastal Bays as Sediment Carbon and Nutrient Reservoirs in the Baltic Sea,Estuaries and Coasts,,,,10.1007/s12237-025-01541-0,Betty GubriJoakim P. HansenSofia A. WikströmMartin SnickarsMartin DahlMartin GullströmEmil RydinPere MasquéAndrius GarbarasMats BjörkChristoffer Boström,2025,https://link.springer.com/article/10.1007/s12237-025-01541-0,Article
Has the outbreak of COVID-19 changed the carbon market?,Economic Change and Restructuring,,,,10.1007/s10644-024-09851-2,I-Chun Tsai,2025,https://link.springer.com/article/10.1007/s10644-024-09851-2,Article
Blue carbon storage in a sub-Antarctic marine protected area,Scientific Reports,,,,10.1038/s41598-024-71319-0,Lucía BergagnaGustavo LovrichLuciana RiccialdelliRicardo Sahade,2024,https://link.springer.com/article/10.1038/s41598-024-71319-0,Article
"Carbon farming, overestimated negative emissions and the limits to emissions trading in land-use governance: the EU carbon removal certification proposal",Environmental Sciences Europe,,,,10.1186/s12302-024-00892-y,Philipp GüntherBeatrice GarskeKatharine HeylFelix Ekardt,2024,https://link.springer.com/article/10.1186/s12302-024-00892-y,Article
Contributions of ecological restoration policies to China’s land carbon balance,Nature Communications,,,,10.1038/s41467-024-54100-9,Chao YueMengyang XuPhilippe CiaisShu TaoHuizhong ShenJinfeng ChangWei LiLei DengJunhao HeYi LengYu LiJiaming WangCan XuHan ZhangPengyi ZhangLiankai ZhangJie ZhaoLei ZhuShilong Piao,2024,https://link.springer.com/article/10.1038/s41467-024-54100-9,Article
Modelling the Distribution Pattern of Soil Organic Carbon During a Transition from Mangroves to Shrimp Farms,Journal of Soil Science and Plant Nutrition,,,,10.1007/s42729-024-02070-8,Ebrahem M. EidMuhammad ArshadSadeq K. Alhag,2024,https://link.springer.com/article/10.1007/s42729-024-02070-8,Article
Something in the air: does air pollution affect fund managers’ carbon divestment?,Review of Accounting Studies,,,,10.1007/s11142-025-09875-7,Thanh D. HuynhFrank Weikai LiYing Xia,2025,https://link.springer.com/article/10.1007/s11142-025-09875-7,Article
Amoxicillin Removal from Wastewater Using Sri Lankan Activated Carbon,Proceedings of the 15th International Conference on Sustainable Built Environment,,,,10.1007/978-981-96-8301-7_3,M. D. A. S. ManchanayakeB. M. W. P. K. AmarasingheG. K. Jayatunga,2025,https://link.springer.com/chapter/10.1007/978-981-96-8301-7_3,Conference paper
A Novel Stock Index Direction Prediction Based on Dual Classifier Coupling and Investor Sentiment Analysis,Cognitive Computation,,,,10.1007/s12559-023-10137-4,Jujie WangShuzhou Zhu,2023,https://link.springer.com/article/10.1007/s12559-023-10137-4,Article
Agroforestry: Helping Soil Organic Carbon Built-up,Agroforestry,,,,10.1007/978-981-96-6855-7_4,Subhabrata Panda,2025,https://link.springer.com/chapter/10.1007/978-981-96-6855-7_4,Chapter
"Floral Diversity and Carbon Stock Assessments of Montane Forests along the Tri-Boundaries of Benguet, Ifugao, and Mountain Province, Philippines",Plant Diversity in Biocultural Landscapes,,,,10.1007/978-981-19-8649-9_16,Diomedes A. RacelisPastor L. MalabrigoElenita L. Racelis,2023,https://link.springer.com/chapter/10.1007/978-981-19-8649-9_16,Chapter
Estimation and Mapping of Asabot Monastery Dry Afromontane Forest Carbon Stock Under Diverse Land-Use Scenarios,State of the Art in Ethiopian Church Forests and Restoration Options,,,,10.1007/978-3-030-86626-6_6,Tulu TollaTeshome SoromessaRichard P. DickSeyoum LetaMekuria ArgawGudina LegessaMesfin SahleMerga BelinaEyasu EliasZewdu Eshetu,2022,https://link.springer.com/chapter/10.1007/978-3-030-86626-6_6,Conference paper
Organic Carbon Management and the Relations with Climate Change,Frontier Studies in Soil Science,,,,10.1007/978-3-031-50503-4_5,Abderraouf BenslamaFouzi BenbrahimJose Navarro-PedreñoIgnacio Gómez LucasManuel Miguel Jordán VidalMaría Belén Almendro-Candel,2024,https://link.springer.com/chapter/10.1007/978-3-031-50503-4_5,Chapter
Spatial predictions and uncertainties of forest carbon fluxes for carbon accounting,Scientific Reports,,,,10.1038/s41598-023-38935-8,Arnan ArazaSytze de BruinLars HeinMartin Herold,2023,https://link.springer.com/article/10.1038/s41598-023-38935-8,Article
Dominant control of temperature on (sub-)tropical soil carbon turnover,Nature Communications,,,,10.1038/s41467-025-59013-9,Vera D. MeyerPeter KöhlerNadine T. SmitJulius S. LippBingbing WeiGesine MollenhauerEnno Schefuß,2025,https://link.springer.com/article/10.1038/s41467-025-59013-9,Article
Can network infrastructure construction improve the low-carbon innovation of Chinese enterprises?,Environmental Science and Pollution Research,,,,10.1007/s11356-023-29916-5,Haikuo ZhangYuankun Li,2023,https://link.springer.com/article/10.1007/s11356-023-29916-5,Article
Carbon Farming Opportunities and Action Plan Toward Achieving SDGs in India,Advances in Agri-Food Systems,,,,10.1007/978-981-96-0759-4_13,Ch. Srinivasa RaoM. JagadeshV. Mani ChandanaG. Ranjith KumarNakeertha VenuR. KarthikKirttiranjan Baral,2025,https://link.springer.com/chapter/10.1007/978-981-96-0759-4_13,Chapter
Efficient ML technique in blockchain-based solution in carbon credit for mitigating greenwashing,Discover Sustainability,,,,10.1007/s43621-025-01044-9,Bama Raja SegaranSiti Nurulain Mohd RumMohd Izuan Hafez NinggalTeh Noranis Mohd Aris,2025,https://link.springer.com/article/10.1007/s43621-025-01044-9,Article
Estimation of Organic Carbon Stocks in the Urban Soils of the Rostov Agglomeration,Eurasian Soil Science,,,,10.1134/S1064229324603871,P. N. SkripnikovS. N. GorbovO. S. BezuglovaA. A. MezhenkovS. S. TagiverdievN. V. SalnikM. O. KravchenkoG. N. NosovI. V. TerekhovA. Yu. Matetskaya,2025,https://link.springer.com/article/10.1134/S1064229324603871,Article
Carbon Sequestration: Different Approaches to Address Climate Change Effects,Sustainable Plant Nutrition and Soil Carbon Sequestration,,,,10.1007/978-3-031-53590-1_3,Pooja SinghVikram KumarAsha Sharma,2024,https://link.springer.com/chapter/10.1007/978-3-031-53590-1_3,Chapter
Pitfalls in forest carbon sink projection,Journal of Forestry Research,,,,10.1007/s11676-024-01738-2,Yanli DongZhen YuEvgenios AgathokleousGuoyi ZhouShirong Liu,2024,https://link.springer.com/article/10.1007/s11676-024-01738-2,Article
Amazonian floodplain lakes’ carbon-based structure and interactions of plankton communities are constrained by hydrology,Aquatic Sciences,,,,10.1007/s00027-025-01197-9,Luana Morais da RosaLuciana de Souza CardosoLuciane Oliveira CrossettiEliete Regina Bertazzo CanterleDavid da Motta-MarquesMaria Tereza Morais Pereira Souza LoboMarie-Paule BonnetJosé Rafael CavalcantiJeremie GarnierIna de Souza NogueiraLúcia Ribeiro Rodrigues,2025,https://link.springer.com/article/10.1007/s00027-025-01197-9,Article
Evaluating Hong Kong Businesses’ Readiness in Transitioning to a Carbon–Neutral Economy,New Perspectives and Paradigms in Applied Economics and Business,,,,10.1007/978-3-031-77363-1_21,Ka Chun FungKa Ho LeeMaria Belhaddad,2025,https://link.springer.com/chapter/10.1007/978-3-031-77363-1_21,Conference paper
Carbon balance in the silvopastoral systems of Caldén forest: sources or sinks of greenhouse gases?,Agroforestry Systems,,,,10.1007/s10457-024-00984-x,Marco Jesús UtelloJuan Carlos TaricoJosé Omar Plevich,2024,https://link.springer.com/article/10.1007/s10457-024-00984-x,Article
Strategic effects of stock pollution: the positive theory of fiscal deficits revisited,Public Choice,,,,10.1007/s11127-022-01022-z,Maximilian Kellner,2022,https://link.springer.com/article/10.1007/s11127-022-01022-z,Article
A blueprint for national assessments of the blue carbon capacity of kelp forests applied to Canada’s coastline,npj Ocean Sustainability,,,,10.1038/s44183-025-00125-6,Jennifer McHenryDaniel K. OkamotoKaren Filbee-DexterKira A. KrumhanslKathleen A. MacGregorMargot Hessing-LewisBrian TimmerPhilippe ArchambaultClaire M. AttridgeDelphine CottierMaycira CostaMatthew CsordasLadd E. JohnsonJoanne LessardAlejandra Mora-SotoAnna MetaxasChristopher K. NeufeldOndine PontierLuba ReshitnykSamuel StarkoJennifer YakimishynJulia K. Baum,2025,https://link.springer.com/article/10.1038/s44183-025-00125-6,Article
Nation-wide mapping of tree-level aboveground carbon stocks in Rwanda,Nature Climate Change,,,,10.1038/s41558-022-01544-w,Maurice MugabowindekweMartin BrandtJérôme ChaveFlorian ReinerDavid L. SkoleAnkit KariryaaChristian IgelPierre HiernauxPhilippe CiaisOle MertzXiaoye TongSizhuo LiGaspard RwanyiziriThaulin DushimiyimanaAlain NdoliValens UwizeyimanaJens-Peter Barnekow LillesøFabian GiesekeCompton J. TuckerSassan SaatchiRasmus Fensholt,2022,https://link.springer.com/article/10.1038/s41558-022-01544-w,Article
Biochar and Atmospheric Carbon Dioxide Removal,The Palgrave Encyclopedia of Sustainable Resources and Ecosystem Resilience,,,,10.1007/978-3-030-67776-3_64-1,Wil Burns,2024,https://link.springer.com/rwe/10.1007/978-3-030-67776-3_64-1,Living reference work entry
"RETRACTED ARTICLE: Investigating financialization perspective of oil prices, green bonds, and stock market movement in COVID-19: empirical study of E7 economies",Environmental Science and Pollution Research,,,,10.1007/s11356-023-26808-6,Yuanruida GaoJiaxi Zhang,2023,https://link.springer.com/article/10.1007/s11356-023-26808-6,Article
Remote Sensing-Based Estimation of Below-Ground Sediment Carbon in Seagrass Habitats of Bahrain Waters,Remote Sensing in Earth Systems Sciences,,,,10.1007/s41976-025-00239-y,Manaf AlkhuzaeiMatthew Brolly,2025,https://link.springer.com/article/10.1007/s41976-025-00239-y,Article
Dynamic connectedness and hedging opportunities of the commodity and stock markets in China: evidence from the TVP-VAR and cDCC-FIAPARCH,Financial Innovation,,,,10.1186/s40854-023-00607-x,Binlin LiNils HaneklausMohammad Mafizur Rahman,2024,https://link.springer.com/article/10.1186/s40854-023-00607-x,Article
Long-Term Fertilizer Experiments: Strategies for Efficient Carbon Sequestration,Greenhouse Gas Regulating Microorganisms in Soil Ecosystems,,,,10.1007/978-3-031-70569-4_19,Manoj PariharRajendra Prasad MeenaArjun SinghShaliniSaroj ChoudharyKiran RanaJaideep Kumar BishtLakshmi Kant,2024,https://link.springer.com/chapter/10.1007/978-3-031-70569-4_19,Chapter
"Climate change effect on soil carbon stock in different land use types in eastern Rajasthan, India","Environment, Development and Sustainability",,,,10.1007/s10668-021-01641-4,Garima SharmaL. K. Sharma,2021,https://link.springer.com/article/10.1007/s10668-021-01641-4,Article
Predicting and Mapping of Soil Carbon and Nitrogen Stocks by Diffuse Reflectance Spectroscopy and Magnetic Susceptibility in Western Plateau of São Paulo,Pedometrics in Brazil,,,,10.1007/978-3-031-64579-2_12,Angélica Santos Rabelo de Souza Souza BahiaJosé Marques Júnior,2024,https://link.springer.com/chapter/10.1007/978-3-031-64579-2_12,Chapter
Temperature seasonality regulates organic carbon burial in lake,Nature Communications,,,,10.1038/s41467-025-56399-4,Shengfang ZhouHao LongWeizhe ChenChunjing QiuCan ZhangHang XingJingran ZhangLiangqing ChengCheng ZhaoJun ChengPhilippe Ciais,2025,https://link.springer.com/article/10.1038/s41467-025-56399-4,Article
Securing the forest carbon sink for the European Union’s climate ambition,Nature,,,,10.1038/s41586-025-08967-3,Mirco MigliavaccaGiacomo GrassiAna BastosGuido CeccheriniPhilippe CiaisGreet Janssens-MaenhoutEmanuele LugatoMiguel D. MahechaKimberly A. NovickJosep PeñuelasRoberto PilliMarkus ReichsteinValerio AvitabilePieter S. A. BeckJosé I. BarredoGiovanni ForzieriMartin HeroldAnu KorosuoNicolas MansuySarah MubarekaRene OrthPaul RougieuxAlessandro Cescatti,2025,https://link.springer.com/article/10.1038/s41586-025-08967-3,Article
Centennial-scale variations in the carbon cycle enhanced by high obliquity,Nature Geoscience,,,,10.1038/s41561-024-01556-5,Etienne LegrainEmilie CapronLaurie MenvielAxel WohleberFrédéric ParreninGrégory TesteAmaëlle LandaisMarie BouchetRoberto GrilliChristoph Nehrbass-AhlesLucas SilvaHubertus FischerThomas F. Stocker,2024,https://link.springer.com/article/10.1038/s41561-024-01556-5,Article
UECC: A Novel Simulation Platform for Evaluating City-Scale Building Energy Use and Carbon Emissions,Multiphysics and Multiscale Building Physics,,,,10.1007/978-981-97-8309-0_8,Xiaoyu WangXing ShiShuai TianChao WangYueyun Geng,2025,https://link.springer.com/chapter/10.1007/978-981-97-8309-0_8,Conference paper
"Soil organic carbon stabilization based on physical fractionation method in tree based riparian and adjacent agricultural systems in southern Ontario, Canada",Agroforestry Systems,,,,10.1007/s10457-023-00913-4,Sowthini VijayakumarAmir Behzad BazrgarAndrew GordonPaul VoroneyNaresh Thevathasan,2023,https://link.springer.com/article/10.1007/s10457-023-00913-4,Article
"Geomorphology-Driven variations in mangrove carbon stocks and economic valuation across fringing, estuarine, and riverine ecosystems",Anthropocene Coasts,,,,10.1007/s44218-025-00084-y,I Gusti Ngurah Putu DharmayasaI Putu SugianaDiana Rifka SimanullangPutu Yudi Aditya PutriPutu Purnama DewiAbd. Rahman As-syakurI Gede Agus NovandaPutu Echa Priyaning AryunishaKwanruetai Boonyasana,2025,https://link.springer.com/article/10.1007/s44218-025-00084-y,Article
Carbon footprint evaluation of cellulosic fiber textile and garment,Cellulose,,,,10.1007/s10570-025-06442-w,Qiuyu FengYaqing WangZhuying XiaXiaofang XuLaili Wang,2025,https://link.springer.com/article/10.1007/s10570-025-06442-w,Article
"Above-Ground Carbon Sequestration Dynamics in Wattana, Bangkok Over 20&#xa0;Years",Applied Geography and Geoinformatics for Sustainable Development,,,,10.1007/978-3-031-84308-2_18,Sureeporn NipithwittayaTeerawate LimgomonvilasPakorn Meksangsouy,2025,https://link.springer.com/chapter/10.1007/978-3-031-84308-2_18,Conference paper
Estimating Productivity and Carbon Stock Using Phonological Indices from Satellite Remote Sensing in Indonesia,Remote Sensing Application,,,,10.1007/978-981-19-0213-0_9,Nety NurdaRyozo NoguchiTofael Ahamed,2022,https://link.springer.com/chapter/10.1007/978-981-19-0213-0_9,Chapter
A consistent budgeting of terrestrial carbon fluxes,Nature Communications,,,,10.1038/s41467-024-51126-x,Lea DorgeistClemens SchwingshacklSelma BultanJulia Pongratz,2024,https://link.springer.com/article/10.1038/s41467-024-51126-x,Article
Are traditional agroforestry systems nature-based carbon sinks? Empirical evidence from Tanzania,Agroforestry Systems,,,,10.1007/s10457-025-01241-5,Samora M. AndrewEziacka M. MpelangwaAnthony A. Kimaro,2025,https://link.springer.com/article/10.1007/s10457-025-01241-5,Article
Does larger scale enhance carbon efficiency? Assessing the impact of corporate size on manufacturing carbon emission efficiency,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03474-8,Qiang WangTingting SunRongrong Li,2024,https://link.springer.com/article/10.1057/s41599-024-03474-8,Article
How does corporate digital transformation affect carbon productivity? Evidence from Chinese listed companies,"Environment, Development and Sustainability",,,,10.1007/s10668-024-04487-8,Tianchu FengAndrea AppolloniJiayu Chen,2024,https://link.springer.com/article/10.1007/s10668-024-04487-8,Article
Developing a quantitative analytical framework for carbon neutrality in tourism-dependent regions,Humanities and Social Sciences Communications,,,,10.1057/s41599-025-05145-8,Hao LiYun Tong,2025,https://link.springer.com/article/10.1057/s41599-025-05145-8,Article
Annual grass invasions and wildfire deplete ecosystem carbon storage by &gt;50% to resistant base levels,Communications Earth & Environment,,,,10.1038/s43247-024-01795-9,Toby M. MaxwellHarold E. QuickeSamuel J. PriceMatthew J. Germino,2024,https://link.springer.com/article/10.1038/s43247-024-01795-9,Article
Electrochemical sensing of an anticancer drug temozolomide using carbon paste electrode enriched with porous carbon nanotubes and highly conductive titanium carbide,Ionics,,,,10.1007/s11581-025-06273-6,P. R. KulkarniJ. C. AbbarD. S. LamaniS. D. Lamani,2025,https://link.springer.com/article/10.1007/s11581-025-06273-6,Article
Characteristics of soil carbon density distribution and influencing factors in typical karst regions of China,Environmental Earth Sciences,,,,10.1007/s12665-024-11976-6,Liangliang DaiXiangrong HuJun ZhangZhigang PengHao GongQingyang XuCan HeYuqi ZhangSiyao Feng,2024,https://link.springer.com/article/10.1007/s12665-024-11976-6,Article
Effect of Forest Reclamation on Carbon Stocks and Respiration of Soils of Natural and Technogenic Ecosystems of Southern Karelia,Eurasian Soil Science,,,,10.1134/S106422932360286X,V. B. PridachaG. V. AkhmetovaD. E. Semin,2024,https://link.springer.com/article/10.1134/S106422932360286X,Article
Corporate Carbon Emission Prediction: Combining Structured and&#xa0;Unstructured Data,Data Science: Foundations and Applications,,,,10.1007/978-981-96-8298-0_18,Jiaguan ShenWeiyu Guo,2025,https://link.springer.com/chapter/10.1007/978-981-96-8298-0_18,Conference paper
"Seagrass Organic Carbon Stocks Are Not Correlated with Seagrass Abundance at Local Scale, but Loss of Seagrasses Does Lead to Decrease in Surficial Sediment Organic Carbon at the Seascape Scale in Bermuda",Estuaries and Coasts,,,,10.1007/s12237-025-01550-z,James W. FourqureanJohannes R. KrauseSarah A. ManuelKathryn A. CoatesPhilip E. WorboysJuan D. Gonzáles-CorredorTreiana D. ZuillAna RodenJustin E. Campbell,2025,https://link.springer.com/article/10.1007/s12237-025-01550-z,Article
Carbon Stocks and Transfers in Coniferous Boreal Forests Along a Latitudinal Gradient,Ecosystems,,,,10.1007/s10021-023-00879-5,Päivi MeriläAntti-Jussi LindroosHeljä-Sisko HelmisaariSari HilliTiina M. NieminenPekka NöjdPasi RautioMaija SalemaaBoris ŤupekLiisa Ukonmaanaho,2023,https://link.springer.com/article/10.1007/s10021-023-00879-5,Article
Mangrove (<i>Avicennia marina</i>) Conservation Contributed to a Higher Carbon Sequestration Rate at Protected Sites Compared to Overgrazed Mangrove Forests,Journal of Soil Science and Plant Nutrition,,,,10.1007/s42729-024-01878-8,Amal S. DajamAmr E. KeshtaAhmed A. BindajamRahma N. Al-QthaninMuhammad ArshadEbrahem M. Eid,2024,https://link.springer.com/article/10.1007/s42729-024-01878-8,Article
Sacred heritage and environmental sustainability: carbon and biodiversity insights from Taiwan’s Fo Guang Shan Monastery and Buddha Museum,npj Heritage Science,,,,10.1038/s40494-025-01836-2,Chih-Lin LiuWan-Yu Liu,2025,https://www.nature.com/articles/s40494-025-01836-2,Article
"Carbon Exchange, Storage and Sequestration",Continuous Cover Forestry in Boreal Nordic Countries,,,,10.1007/978-3-031-70484-0_13,Lars HögbomAleksi LehtonenLine NybakkenAnna RepoSakari SarkkolaMonika Strömgren,2025,https://link.springer.com/chapter/10.1007/978-3-031-70484-0_13,Chapter
The impact of carbon news coverage on corporate green transformation,Scientific Reports,,,,10.1038/s41598-025-02339-7,Rendao YeYue Qi,2025,https://link.springer.com/article/10.1038/s41598-025-02339-7,Article
Uncovering the Hidden Carbon Treasures of the Philippines’ Towering Mountains: A Synergistic Exploration Using Satellite Imagery and Machine Learning,"PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science",,,,10.1007/s41064-023-00264-w,Richard Dein D. AltarezArmando ApanTek Maraseni,2023,https://link.springer.com/article/10.1007/s41064-023-00264-w,Article
Newly established forests dominated global carbon sequestration change induced by land cover conversions,Nature Communications,,,,10.1038/s41467-025-61956-y,Dailiang PengBing ZhangShijun ZhengWeimin JuJing M. ChenPhilippe CiaisHuadong GuoYuhao PanLe YuYidi XuBin ZhaoJón Atli BenediktssonAlfredo R. HueteZhou ShiYueming HuLiangyun LiuFang ChenMiaogen ShenLei HuangXiaoyang Zhang,2025,https://link.springer.com/article/10.1038/s41467-025-61956-y,Article
Carbon risk and labor investment efficiency,Scientific Reports,,,,10.1038/s41598-025-88413-6,Tingwei LuoFubi LuoXu Guo,2025,https://link.springer.com/article/10.1038/s41598-025-88413-6,Article
