Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Evaluating the performance of athletes in various sports using data mining and big data analytics,Soft Computing,,,,10.1007/s00500-023-09620-9,Huizhen YangSongzhen ZhangJunpeng ZhangChen Wang,2024,https://link.springer.com/article/10.1007/s00500-023-09620-9,Article
"Identifying, ranking and analyzing obstacles to big data analytics implementation in the healthcare industry using an ISM approach",Discover Health Systems,,,,10.1007/s44250-025-00204-y,Ali Javan Jafari BojnordiMahmoud Zahedian NezhadRouholla BagheriMehdi BazrafshanBabak Sohrabi,2025,https://link.springer.com/article/10.1007/s44250-025-00204-y,Article
Quality assurance strategies for machine learning applications in big data analytics: an overview,Journal of Big Data,,,,10.1186/s40537-024-01028-y,Mihajlo OgrizovićDražen DraškovićDragan Bojić,2024,https://link.springer.com/article/10.1186/s40537-024-01028-y,Article
Research on the impact of industrial big data on the collaborative governance of pollution reduction and carbon reduction,Clean Technologies and Environmental Policy,,,,10.1007/s10098-024-03038-z,Xiaofeng ZhangYuhui LiXiaoli LvDongri Han,2024,https://link.springer.com/article/10.1007/s10098-024-03038-z,Article
"Predictive analytics, strategic game analysis, and injury prevention in sports: the role of big data and artificial intelligence",Machine Learning for Computational Science and Engineering,,,,10.1007/s44379-025-00017-z,Manan ShahArya ShahKripa PatelAmeya KshirsagarShlok SanghviVrundan Sojitra,2025,https://link.springer.com/article/10.1007/s44379-025-00017-z,Article
Enhancing organizational sustainable innovation performance through organizational readiness for big data analytics,Humanities and Social Sciences Communications,,,,10.1057/s41599-024-03424-4,Muhammad ArshadAneela QadirWaqar AhmadMuhammad Rafique,2024,https://link.springer.com/article/10.1057/s41599-024-03424-4,Article
A big data analytics method for assessing creditworthiness of SMEs: fuzzy equifinality relationships analysis,Annals of Operations Research,,,,10.1007/s10479-024-06054-w,Baofeng ShiChunguang BaiYizhe Dong,2024,https://link.springer.com/article/10.1007/s10479-024-06054-w,Article
A big data approach to mitigating the MAUP in measuring excess commuting,Computational Urban Science,,,,10.1007/s43762-025-00173-1,Cehong LuoYujie HuFahui Wang,2025,https://link.springer.com/article/10.1007/s43762-025-00173-1,Article
Big Data Storage Solutions,Big Data Analytics,,,,10.1007/978-3-031-55639-5_6,Ümit DemirbagaGagangeet Singh AujlaAnish JindalOğuzhan Kalyon,2024,https://link.springer.com/chapter/10.1007/978-3-031-55639-5_6,Chapter
The impact of industry 4.0 on the sustainable development of urban economy under the background of big data,Discover Artificial Intelligence,,,,10.1007/s44163-025-00357-y,Yan LiLiping ZhangRongqun Chen,2025,https://link.springer.com/article/10.1007/s44163-025-00357-y,Article
Representing a Model for the Anonymization of Big Data Stream Using In-Memory Processing,Annals of Data Science,,,,10.1007/s40745-024-00556-x,Elham ShamsinejadTouraj BanirostamMir Mohsen PedramAmir Masoud Rahmani,2024,https://link.springer.com/article/10.1007/s40745-024-00556-x,Article
"Data Structures for Big Data, Modern Big Data SQL and NoSQL Databases",Big Data Infrastructure Technologies for Data Analytics,,,,10.1007/978-3-031-69366-3_7,Yuri DemchenkoJuan J. Cuadrado-GallegoOleg ChertovMarharyta Aleksandrova,2024,https://link.springer.com/chapter/10.1007/978-3-031-69366-3_7,Chapter
Spatial heterogeneity of built environment’s impact on urban vitality using multi-source big data and MGWR,Scientific Reports,,,,10.1038/s41598-025-06956-0,Wanshu WuXiangyu LiuYang ZhouKai Zhao,2025,https://link.springer.com/article/10.1038/s41598-025-06956-0,Article
Ensemble with Divisive Bagging for Feature Selection in Big Data,Computational Economics,,,,10.1007/s10614-024-10741-y,Yousung ParkTae Yeon Kwon,2024,https://link.springer.com/article/10.1007/s10614-024-10741-y,Article
Big Data Analytics in Bioinformatics and Healthcare,Cyber-Physical Systems Security,,,,10.1007/978-981-97-5734-3_4,Zaharaddeen Karami LawalRufai Yusuf ZakariNavod Neranjan ThilakarathneHaji GulNajib AbdulrazakHayati Yassin,2025,https://link.springer.com/chapter/10.1007/978-981-97-5734-3_4,Chapter
Big Data und künstliche Intelligenz in der Anästhesie,Die Anaesthesiologie,,,,10.1007/s00101-023-01362-5,J. SanderP. SimonC. Hinske,2023,https://link.springer.com/article/10.1007/s00101-023-01362-5,Article
Breakdown of the compositional data approach in psychometric Likert scale big data analysis: about the loss of statistical power of two-sample t-tests applied to heavy-tailed big data,Brain Informatics,,,,10.1186/s40708-025-00253-2,René LehmannBodo Vogt,2025,https://link.springer.com/article/10.1186/s40708-025-00253-2,Article
Challenges and Opportunities in Big Data Science to Address Health Inequities and Focus the HIV Response,Current HIV/AIDS Reports,,,,10.1007/s11904-024-00702-3,Katherine RucinskiJesse KnightKalai WillisLinwei WangAmrita RaoMary Anne RoachRefilwe Phaswana-MafuyaLe BaoSafiatou ThiamPeter ArimiSharmistha MishraStefan Baral,2024,https://link.springer.com/article/10.1007/s11904-024-00702-3,Article
"Integrating Big Data, Artificial Intelligence, and motion analysis for emerging precision medicine applications in Parkinson’s Disease",Journal of Big Data,,,,10.1186/s40537-024-01023-3,Laura DipietroUri EdenSeth Elkin-FrankstonMirret M. El-HagrassyDeniz Doruk CamsariCiro Ramos-EstebanezFelipe FregniTimothy Wagner,2024,https://link.springer.com/article/10.1186/s40537-024-01023-3,Article
Big data analysis of mental health intervention effects in student-athletes: based on data mining techniques and affective computing algorithms,Multimedia Tools and Applications,,,,10.1007/s11042-024-19786-5,Liping Lu,2024,https://link.springer.com/article/10.1007/s11042-024-19786-5,Article
Enhancing industrial big data visualization through multi-scale gaze estimation and personalized dashboard design,The Visual Computer,,,,10.1007/s00371-025-04095-1,Liang ChenHuangguo Peng,2025,https://link.springer.com/article/10.1007/s00371-025-04095-1,Article
Simulative Analysis and Performance Evaluation for Data Variety Aware Power Optimization Technique Using Big Data,Wireless Personal Communications,,,,10.1007/s11277-023-10841-2,Raman Kumar,2023,https://link.springer.com/article/10.1007/s11277-023-10841-2,Article
Factors Affecting Big Data Analytics Adoption in Small and Medium Enterprises,Information Systems Frontiers,,,,10.1007/s10796-024-10538-2,Rawan BabalghaithAmer Aljarallah,2024,https://link.springer.com/article/10.1007/s10796-024-10538-2,Article
"Navigating the future of higher education in Saudi Arabia: implementing AI, machine learning, and big data for sustainable university development",Discover Sustainability,,,,10.1007/s43621-025-01388-2,Muhammad Adnan KhanAbdur RehmanAsghar Ali ShahSagheer AbbasMeshal AlharbiMunir AhmadTaher M. Ghazal,2025,https://link.springer.com/article/10.1007/s43621-025-01388-2,Article
Sustainable agriculture through big data analytics: The role of ABC-RLS algorithm in enhancing crop production,"Environment, Development and Sustainability",,,,10.1007/s10668-025-06228-x,K. Vijaya BhaskarR. Gnana JeyaramanS. SaravananS. Nandhini,2025,https://link.springer.com/article/10.1007/s10668-025-06228-x,Article
Staatliche Regulierung durch Big Data und Algorithmen,Handbuch Digitalisierung in Staat und Verwaltung,,,,10.1007/978-3-658-37373-3_2,Sebastian HaunssLena Ulbricht,2025,https://link.springer.com/chapter/10.1007/978-3-658-37373-3_2,Chapter
Improving Likert scale big data analysis in psychometric health economics: reliability of the new compositional data approach,Brain Informatics,,,,10.1186/s40708-024-00232-z,René LehmannBodo Vogt,2024,https://link.springer.com/article/10.1186/s40708-024-00232-z,Article
Methods for Securing Big Data,Trends in Sustainable Computing and Machine Intelligence,,,,10.1007/978-981-99-9436-6_24,Nozima AkhmedovaKomil Tashev,2024,https://link.springer.com/chapter/10.1007/978-981-99-9436-6_24,Conference paper
Design and optimization of intelligent sports IoT system based on big data and quantum computing,Peer-to-Peer Networking and Applications,,,,10.1007/s12083-025-02034-4,Yang ZhangZhezheng NingYunxiang Song,2025,https://link.springer.com/article/10.1007/s12083-025-02034-4,Article
Lung Tumor Diagnosis Technology Based on 6G Wireless Network Sensors and Big Data Analysis,Wireless Personal Communications,,,,10.1007/s11277-024-11215-y,Zeng Chen,2024,https://link.springer.com/article/10.1007/s11277-024-11215-y,Article
A psycho-behavioral perspective research for elderly leisure sports participation via big-data and comparative analyses,BMC Psychology,,,,10.1186/s40359-025-02548-9,Chulhwan ChoiSung-Un ParkDong-Kyu Kim,2025,https://link.springer.com/article/10.1186/s40359-025-02548-9,Article
An Online Updating Approach for Estimating and Testing Mediation Effects with Big Data Streams,Statistics and Computing,,,,10.1007/s11222-025-10636-4,Xueyan BaiHaixiang Zhang,2025,https://link.springer.com/article/10.1007/s11222-025-10636-4,Article
Harnessing Big Data for Strategic Innovation: Insights into Corporate Entrepreneurship and Technological Advancements,Journal of the Knowledge Economy,,,,10.1007/s13132-024-02037-1,Ruofan ZhaoZhengai DongHongping WuStavros SindakisSaloome ShowkatXinglong Yang,2024,https://link.springer.com/article/10.1007/s13132-024-02037-1,Article
Intelligent Computing and Big Data Analytics,Communications in Computer and Information Science,,,,10.1007/978-3-031-74701-4,Mukesh PatilVishwesh VyawahareGajanan Birajdar,2024,https://link.springer.com/book/10.1007/978-3-031-74701-4,Conference proceedings
Intelligent Computing and Big Data Analytics,Communications in Computer and Information Science,,,,10.1007/978-3-031-74682-6,Mukesh PatilVishwesh VyawahareGajanan Birajdar,2024,https://link.springer.com/book/10.1007/978-3-031-74682-6,Conference proceedings
Parallel Fuzzy C-Means Clustering Based Big Data Anonymization Using Hadoop MapReduce,Wireless Personal Communications,,,,10.1007/s11277-024-11101-7,Josephine Usha LawranceJesu Vedha Nayahi JesudhasanJerald Beno Thampiraj Rittammal,2024,https://link.springer.com/article/10.1007/s11277-024-11101-7,Article
Recently emerging trends in big data analytic methods for modeling and combating climate change effects,Energy Informatics,,,,10.1186/s42162-024-00307-5,Anayo Chukwu IkegwuHenry Friday NwekeEmmanuel MkpojioguChioma Virginia AnikweSylvester Agbo IgweUzoma Rita Alo,2024,https://link.springer.com/article/10.1186/s42162-024-00307-5,Article
Rapid diagnosis of power battery faults in new energy vehicles based on improved boosting algorithm and big data,Energy Informatics,,,,10.1186/s42162-024-00439-8,Jiali WangJia Chen,2024,https://link.springer.com/article/10.1186/s42162-024-00439-8,Article
Big data processing using hybrid Gaussian mixture model with salp swarm algorithm,Journal of Big Data,,,,10.1186/s40537-024-01015-3,R. SaravanakumarT. TamilSelviDigvijay PandeyBinay Kumar PandeyDarshan A. MahajanMesfin Esayas Lelisho,2024,https://link.springer.com/article/10.1186/s40537-024-01015-3,Article
A hybrid steganography framework using DCT and GAN for secure data communication in the big data era,Scientific Reports,,,,10.1038/s41598-025-01054-7,Kaleem Razzaq MalikMuhammad SajidAhmad AlmogrenTauqeer Safdar MalikAli Haider KhanAyman AltameemAteeq Ur RehmanSeada Hussen,2025,https://link.springer.com/article/10.1038/s41598-025-01054-7,Article
Investment in big data analytics and loss reserve accuracy: evidence from the U.S. property-liability insurance industry,The Geneva Papers on Risk and Insurance - Issues and Practice,,,,10.1057/s41288-024-00336-x,Xin Che,2024,https://link.springer.com/article/10.1057/s41288-024-00336-x,Article
"The Essential Facilities Doctrine, Intellectual Property Rights, and Access to Big Data",IIC - International Review of Intellectual Property and Competition Law,,,,10.1007/s40319-023-01396-7,Rok Dacar,2023,https://link.springer.com/article/10.1007/s40319-023-01396-7,Article
Sustainability and Technology Go Hand in Hand to Achieve Excellence in Thai Family Businesses: A Big Data Analytical Perspective,Journal of Family and Economic Issues,,,,10.1007/s10834-024-09984-6,Anusara SawangchaiRimsha KhalidMohsin RazaMohammad Said AlshuaibiMarco ValeriJati kasuma,2024,https://link.springer.com/article/10.1007/s10834-024-09984-6,Article
Anonymizing Big Data Streams Using In-memory Processing: A Novel Model Based on One-time Clustering,Journal of Signal Processing Systems,,,,10.1007/s11265-024-01920-z,Elham ShamsinejadTouraj BanirostamMir Mohsen PedramAmir Masoud Rahmani,2024,https://link.springer.com/article/10.1007/s11265-024-01920-z,Article
A Big Data Based Method for Pass Rates Optimization in Mathematics University Lower Division Courses,SN Computer Science,,,,10.1007/s42979-025-03809-5,Cristian C. ChicaFernando A. MoralesCarlos A. OsorioDaniel Cabarcas,2025,https://link.springer.com/article/10.1007/s42979-025-03809-5,Article
Understanding Big Data in Neurosurgery,Computational Neurosurgery,,,,10.1007/978-3-031-64892-2_10,Amin BeheshtiHamid Alinejad-RoknyEric Suero MolinaAntonio Di Ieva,2024,https://link.springer.com/chapter/10.1007/978-3-031-64892-2_10,Chapter
Securing big healthcare data using attribute and honey-based encryption in cloud environment,The Journal of Supercomputing,,,,10.1007/s11227-024-06535-6,Gayatri KapilNeeraj KumarAshish Kumar MouryaVijay Kumar,2024,https://link.springer.com/article/10.1007/s11227-024-06535-6,Article
Big data clustering algorithm of power system user load characteristics based on K-means and SOM neural network,Multimedia Tools and Applications,,,,10.1007/s11042-024-19156-1,Jiyang ZhuXue Han,2024,https://link.springer.com/article/10.1007/s11042-024-19156-1,Article
From Big Data to Big Insights: A Synthesis of Real-World Applications of Big Data Analytics,Development Methodologies for Big Data Analytics Systems,,,,10.1007/978-3-031-40956-1_11,Mahesh S. RaisinghaniEfosa C. IdemudiaFen Wang,2024,https://link.springer.com/chapter/10.1007/978-3-031-40956-1_11,Chapter
Big Data Subsampling: A Review,Methodological and Applied Statistics and Demography IV,,,,10.1007/978-3-031-64447-4_47,Rosa ArborettiMarta DisegnaAlberto Molena,2025,https://link.springer.com/chapter/10.1007/978-3-031-64447-4_47,Conference paper
Unleashing the beast: the impact of big data and data analytics on the auditing profession—Evidence from a developing country,Future Business Journal,,,,10.1186/s43093-024-00420-7,Ahmed S. AbdelwahedAhmad A. Abu-MusaHebatallah A. BadawyHosam Moubarak,2025,https://link.springer.com/article/10.1186/s43093-024-00420-7,Article
BigOPERA: An OPportunistic and Elastic Resource Allocation for big data frameworks,Cluster Computing,,,,10.1007/s10586-025-05274-4,Pablo V. CadernoFeras AwayshehJosé C. CabaleiroTomás F. Pena,2025,https://link.springer.com/article/10.1007/s10586-025-05274-4,Article
Big data with machine learning enabled intrusion detection with honeypot intelligence system on apache Flink (BDML-IDHIS),Journal of Computer Virology and Hacking Techniques,,,,10.1007/s11416-024-00545-x,Akshay MudgalShaveta Bhatia,2025,https://link.springer.com/article/10.1007/s11416-024-00545-x,Article
"Time series big data: a survey on data stream frameworks, analysis and algorithms",Journal of Big Data,,,,10.1186/s40537-023-00760-1,Ana AlmeidaSusana BrásSusana SargentoFilipe Cabral Pinto,2023,https://link.springer.com/article/10.1186/s40537-023-00760-1,Article
Big Data and Product Lifecycle Management,Product Lifecycle Management (Volume 6),,,,10.1007/978-3-031-53521-5_3,John Stark,2024,https://link.springer.com/chapter/10.1007/978-3-031-53521-5_3,Chapter
Remote Sensing Big Data,Springer Remote Sensing/Photogrammetry,,,,10.1007/978-3-031-33932-5,Liping DiEugene Yu,2023,https://link.springer.com/book/10.1007/978-3-031-33932-5,Book
Big Data in Stroke: How to Use Big Data to Make the Next Management Decision,Neurotherapeutics,,,,10.1007/s13311-023-01358-4,Yuzhe LiuYuan LuoAndrew M. Naidech,2023,https://link.springer.com/article/10.1007/s13311-023-01358-4,Article
Towards the Conceptualisation of Big Data Ethics,The Challenges of Artificial Intelligence for Law in Europe,,,,10.1007/978-3-031-86813-9_14,András Pünkösty,2025,https://link.springer.com/chapter/10.1007/978-3-031-86813-9_14,Conference paper
Usability enhancement model for unstructured text in big data,Journal of Big Data,,,,10.1186/s40537-023-00840-2,Kiran AdnanRehan AkbarKhor Siak Wang,2023,https://link.springer.com/article/10.1186/s40537-023-00840-2,Article
"Biological big-data sources, problems of storage, computational issues, and applications: a comprehensive review",Knowledge and Information Systems,,,,10.1007/s10115-023-02049-4,Jyoti Kant ChaudhariShubham PantRicha JhaRajesh Kumar PathakDev Bukhsh Singh,2024,https://link.springer.com/article/10.1007/s10115-023-02049-4,Article
Big Data,Big Data and Public Policy,,,,10.1007/978-3-031-16031-8_2,Rebecca MoodyVictor Bekkers,2023,https://link.springer.com/chapter/10.1007/978-3-031-16031-8_2,Chapter
Big Data Analytics in Bioinformatics,Big Data Analytics,,,,10.1007/978-3-031-55639-5_12,Ümit DemirbagaGagangeet Singh AujlaAnish JindalOğuzhan Kalyon,2024,https://link.springer.com/chapter/10.1007/978-3-031-55639-5_12,Chapter
Multidimensional scaling for big data,Advances in Data Analysis and Classification,,,,10.1007/s11634-024-00591-9,Pedro DelicadoCristian Pachón-García,2024,https://link.springer.com/article/10.1007/s11634-024-00591-9,Article
The influencing factors of public anxiety during emergencies: based on big data,Current Psychology,,,,10.1007/s12144-025-07426-6,Jingfang LiuJingxian Cai,2025,https://link.springer.com/article/10.1007/s12144-025-07426-6,Article
Recent trends in computational intelligence for educational big data analysis,Iran Journal of Computer Science,,,,10.1007/s42044-023-00158-5,Anayo Chukwu IkegwuHenry Friday NwekeChioma Virginia Anikwe,2023,https://link.springer.com/article/10.1007/s42044-023-00158-5,Article
An intelligent sentiment prediction approach in social networks based on batch and streaming big data analytics using deep learning,Social Network Analysis and Mining,,,,10.1007/s13278-024-01304-y,Omar HaddadFethi FkihMohamed Nazih Omri,2024,https://link.springer.com/article/10.1007/s13278-024-01304-y,Article
The evolution of Big Data in neuroscience and neurology,Journal of Big Data,,,,10.1186/s40537-023-00751-2,Laura DipietroPaola Gonzalez-MegoCiro Ramos-EstebanezLauren Hana ZukowskiRahul MikkilineniRichard Jarrett RushmoreTimothy Wagner,2023,https://link.springer.com/article/10.1186/s40537-023-00751-2,Article
Sentiment Analysis of Twitter Big Data Using Hybrid HNN-BiGRU and Semantic Lexicons with Puffer Fish Optimized Glove,Optical Memory and Neural Networks,,,,10.3103/S1060992X25700080,Bondili Naga Sai Bhavya CharithaRamanchi Radhika,2025,https://link.springer.com/article/10.3103/S1060992X25700080,Article
A guide to reverse metabolomics—a framework for big data discovery strategy,Nature Protocols,,,,10.1038/s41596-024-01136-2,Vincent Charron-LamoureuxHelena Mannochio-RussoSantosh LamichhaneShipei XingAbubaker PatanPaulo Wender Portal GomesPrajit RajkumarVictoria DelerayAndrés Mauricio Caraballo-RodríguezKee Voon ChuaLye Siang LeeZhao LiuJianhong ChingMingxun WangPieter C. Dorrestein,2025,https://link.springer.com/article/10.1038/s41596-024-01136-2,Article
The Role of Big Data in Societal Development,Technology for Societal Transformation,,,,10.1007/978-981-96-1721-0_13,Rajeeshwaran MoorthyBelisa Marochi,2025,https://link.springer.com/chapter/10.1007/978-981-96-1721-0_13,Chapter
Density estimation-based method to determine sample size for random sample partition of big data,Frontiers of Computer Science,,,,10.1007/s11704-023-2356-x,Yulin HeJiaqi ChenJiaxing ShenPhilippe Fournier-VigerJoshua Zhexue Huang,2023,https://link.springer.com/article/10.1007/s11704-023-2356-x,Article
Systemic risk factors contributing to sialolithiasis: a big-data retrospective analysis,Clinical Oral Investigations,,,,10.1007/s00784-025-06179-7,Ehud JonasLeon GillmanDaya MasriEli RosenfeldGavriel ChaushuGal Avishai,2025,https://link.springer.com/article/10.1007/s00784-025-06179-7,Article
"Biclustering in bioinformatics using big data and High Performance Computing applications: challenges and perspectives, a review",The Journal of Supercomputing,,,,10.1007/s11227-025-07563-6,Aurelio López-FernándezFrancisco A. Gomez-VelaDomingo S. Rodriguez-BaenaFernando M. Delgado-ChavesJorge Gonzalez-Dominguez,2025,https://link.springer.com/article/10.1007/s11227-025-07563-6,Article
On the selection of optimal subdata for big data regression based on leverage scores,Journal of Statistical Theory and Practice,,,,10.1007/s42519-024-00420-4,Vasilis ChasiotisDimitris Karlis,2024,https://link.springer.com/article/10.1007/s42519-024-00420-4,Article
Simulation of incremental update of electronic document information based on big data technology,Discover Applied Sciences,,,,10.1007/s42452-025-07072-4,Zhiyuan JinQi ZhangTiejun Pan,2025,https://link.springer.com/article/10.1007/s42452-025-07072-4,Article
Big Data Processing in Smart City Application Using 6G Driven IoT Framework,Wireless Personal Communications,,,,10.1007/s11277-024-11036-z,Maojin SunMinghui Sun,2024,https://link.springer.com/article/10.1007/s11277-024-11036-z,Article
Reinventing Fashion Business: Big Data Analytics,Fashion Marketing,,,,10.1007/978-3-031-82571-2_12,Sibichan K. MathewShelly RatheeMichael Burns,2025,https://link.springer.com/chapter/10.1007/978-3-031-82571-2_12,Chapter
Enabling pan-repository reanalysis for big data science of public metabolomics data,Nature Communications,,,,10.1038/s41467-025-60067-y,Yasin El AbieadMichael StrobelThomas PayneEoin FahyClaire O’DonovanShankar SubramamiamJuan Antonio VizcaínoOzgur YurektenVictoria DeleraySimone ZuffaShipei XingHelena Mannochio-RussoIpsita MohantyHaoqi Nina ZhaoAndres M. Caraballo-RodriguezPaulo Wender P. GomesNicole E. AvalonTrent R. NorthenBenjamin P. BowenKatherine B. LouiePieter C. DorresteinMingxun Wang,2025,https://link.springer.com/article/10.1038/s41467-025-60067-y,Article
Big Data and Data Science Engineering,Studies in Computational Intelligence,,,,10.1007/978-3-031-53385-3,Roger Lee,2024,https://link.springer.com/book/10.1007/978-3-031-53385-3,Book
"A geospatial and big data exploration of tourism destinations: A case study of Busan, Republic of Korea",Electronic Markets,,,,10.1007/s12525-025-00791-x,Seieun KimAura Lydia RiswantoAngellie WilliadyReza Asriandi EkaputraHak-Seon Kim,2025,https://link.springer.com/article/10.1007/s12525-025-00791-x,Article
From crisis to prevention: mining big data for public health insights during the flint water crisis,Discover Sustainability,,,,10.1007/s43621-024-00514-w,Charles KnobleGift FaboludeAnvy VuDanlin Yu,2024,https://link.springer.com/article/10.1007/s43621-024-00514-w,Article
Research on application framework of electronic document business based on big data technology,Multimedia Tools and Applications,,,,10.1007/s11042-024-18635-9,Rui GuoYuansu Zhao,2024,https://link.springer.com/article/10.1007/s11042-024-18635-9,Article
Evaluation of comprehensive vitality of Shanghai’s commercial centers using multi-dimensional geospatial big data,Scientific Reports,,,,10.1038/s41598-025-95594-7,Hengzhi HuJingbo YanBolin WangXuefei Sun,2025,https://link.springer.com/article/10.1038/s41598-025-95594-7,Article
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-7244-5,Wenjie ZhangAnthony TungZhonglong ZhengZhengyi YangXiaoyang WangHongjie Guo,2024,https://link.springer.com/book/10.1007/978-981-97-7244-5,Conference proceedings
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-7232-2,Wenjie ZhangAnthony TungZhonglong ZhengZhengyi YangXiaoyang WangHongjie Guo,2024,https://link.springer.com/book/10.1007/978-981-97-7232-2,Conference proceedings
Common Data Elements for Disorders of Consciousness: Recommendations from the Working Group on Physiology and Big Data,Neurocritical Care,,,,10.1007/s12028-023-01846-7,Erta BeqiriNeeraj BadjatiaAri ErcoleBrandon ForemanPeter HuXiao HuKerri LaRovereGeert MeyfroidtDick MobergChiara RobbaEric S. RosenthalPeter SmielewskiMark S. WainwrightSoojin ParkVenkatesh AiyagariYama AkbariFawaz Al-MuftiSheila AlexanderAnne AlexandrovAyham AlkhachroumMoshagan AmiriBrian AppavuMeron Awraris GebreMary Kay BaderRam BaluMegan BarraRachel BeekmanEttore BeghiKathleen BellTracey BerlinThomas BleckYelena BodienVarina BoerwinkleMelanie BolyAlexandra BonnelEmery BrownEder CaceresElizabeth CarrollEmilio CedielSherry ChouGiuseppe CiterioJan ClaassenChad CondieKatie CosmasClaire CreutzfeldtNeha DangayachMichael DeGeorgiaCaroline Der-NigoghossianMasoom DesaiMichael DiringerJames DullawayBrian EdlowAnna EstraneoGuido FalconeSalia FarrokhSimona FerioliDavinia Fernandez-EspejoEricka FinkJoseph FinsJennifer FronteraRishi GanesanAhmeneh GhavamJoseph GiacinoChristie GibbonsEmily GilmoreOlivia GosseriesTheresa GreenDavid GreerMary GuanciCecil HahnRyan HakimiFlora HammondDaniel HanleyJed HartingsAhmed HassanRaimund HelbokClaude HemphillH. E. HinsonKaren HirschSarah HockerTheresa HumanDavid HwangJudy IllesMatthew JaffaMichael L. JamesAnna JanasMorgan JonesEmanuela KellerMaggie KeoghJenn KimKeri KimHannah KirschMatt KirschenNerissa KoDaniel KondziellaNatalie KreitzerJulie KrommAbhay KumarPedro KurtzSteven LaureysThomas LawsonNicolas LejeuneAriane LewisJohn LiangGeoffrey LingSarah LivesayAndrea LuppiLori MaddenCraig MadduxDea MahanesShraddha MainaliNelson MaldonadoRennan Martins RibeiroMarcello MassiminiStephan MayerVictoria McCredieMolly McNettJorge Mejia-MantillaDavid MenonJulio MijangosAsma MoheetErika MolteniMartin MontiChris MorrisonSusanne MuehlschlegelBrooke MurtaughLionel NaccacheMasao NagayamaEmerson NaironGirija NatarajanVirginia NewcombeNiklas NielsenNaomi NiznickFilipa Noronha-FalcãoPaul NyquistDaiWai OlsonMarwan OthmanAdrian OwenLlewellyn PadayachyMelissa PergakisLen PolizzottoNader PouratianMarilyn Price SpivackLara PriscoJavier ProvencioLouis PuybassetChethan RaoLindsay RasmussenVerena RassMichael ReznikRisa RichardsonCassia Righy ShinotsukaCourtney RobertsonBenjamin RohautJohn RolstonMario RosanovaMary Beth RussellGisele Sampaio SilvaLeandro SanzSimone SarassoAarti SarwalNicolas SchiffCaroline SchnakersDavid SederVishank ShahAmy Shapiro-RosenAngela ShapshakKartavya SharmaTarek SharsharLori ShutterJacobo SittBeth SlomineWade SmithEmmanuel StamatakisAlexis SteinbergRobert StevensJose SuarezBethany SussmanShaurya TaranAurore ThibautZachary ThrelkeldLorenzo TintiDaniel TokerMichel TorbeyStephen TrevickAlexis TurgeonAndrew UdyPanos VarelasPaul VespaWalter VidettaHenning VossFord VoxAmy WagnerJohn WhyteBriana WitherspoonAleksandra YakhindRoss ZafonteDarin ZahuranecChris ZammitBei ZhangWendy ZiaiLara ZimmermanElizabeth Zink,2023,https://link.springer.com/article/10.1007/s12028-023-01846-7,Article
FLORUS: An Efficient Big Data Framework for Telecom Customer Behavior Analysis,SN Computer Science,,,,10.1007/s42979-024-03057-z,Hong-Phuc VoKhoa-Gia-Cat NguyenThanh-Van Le,2024,https://link.springer.com/article/10.1007/s42979-024-03057-z,Article
Navigating the fusion of federated learning and big data: a systematic review for the AI landscape,Cluster Computing,,,,10.1007/s10586-024-05070-6,Rahul HaripriyaNilay KhareManish PandeySreemoyee Biswas,2025,https://link.springer.com/article/10.1007/s10586-024-05070-6,Article
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-7238-4,Wenjie ZhangAnthony TungZhonglong ZhengZhengyi YangXiaoyang WangHongjie Guo,2024,https://link.springer.com/book/10.1007/978-981-97-7238-4,Conference proceedings
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-7235-3,Wenjie ZhangAnthony TungZhonglong ZhengZhengyi YangXiaoyang WangHongjie Guo,2024,https://link.springer.com/book/10.1007/978-981-97-7235-3,Conference proceedings
Web and Big Data,Lecture Notes in Computer Science,,,,10.1007/978-981-97-7241-4,Wenjie ZhangAnthony TungZhonglong ZhengZhengyi YangXiaoyang WangHongjie Guo,2024,https://link.springer.com/book/10.1007/978-981-97-7241-4,Conference proceedings
Big Data—Supply Chain Management Framework for Forecasting: Data Preprocessing and Machine Learning Techniques,Archives of Computational Methods in Engineering,,,,10.1007/s11831-024-10092-9,Md Abrar JahinMd Sakib Hossain ShovonJungpil ShinIstiyaque Ahmed RidoyM. F. Mridha,2024,https://link.springer.com/article/10.1007/s11831-024-10092-9,Article
Big social data analysis for quality of MOOC courses: the moderating role of practical examples,Quality & Quantity,,,,10.1007/s11135-025-02170-2,Mehrbakhsh NilashiRabab Ali AbumallohMasoumeh Zibarzani,2025,https://link.springer.com/article/10.1007/s11135-025-02170-2,Article
Preparing for The Silver Tsunami: The Potential for use of Big Data and Artificial Intelligence in Geriatric Anesthesia,Current Anesthesiology Reports,,,,10.1007/s40140-024-00674-5,Larry F. ChuViji Kurup,2025,https://link.springer.com/article/10.1007/s40140-024-00674-5,Article
